DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJTONUNKWN,PARTJTONPRE1940,PARTJTON194049,PARTJTON195059,PARTJTON196069,PARTJTON197079,PARTJTON198089,PARTJTON199099,PARTJTON200009,PARTJTON201019,PARTJTON202029,PARTJTONTOTAL,PARTJTOFFUNKWN,PARTJTOFFPRE1940,PARTJTOFF194049,PARTJTOFF195059,PARTJTOFF196069,PARTJTOFF197079,PARTJTOFF198089,PARTJTOFF199099,PARTJTOFF200009,PARTJTOFF201019,PARTJTOFF202029,PARTJTOFFTOTAL,PARTJTUNKWNTOT,PARTJTPRE1940TOT,PARTJT194049TOT,PARTJT195059TOT,PARTJT196069TOT,PARTJT197079TOT,PARTJT198089TOT,PARTJT199099TOT,PARTJT200009TOT,PARTJT201019TOT,PARTJT202029TOT,PARTJTTOTAL,PARTJGONAUNKWN,PARTJGONAPRE1940,PARTJGONA194049,PARTJGONA195059,PARTJGONA196069,PARTJGONA197079,PARTJGONA198089,PARTJGONA199099,PARTJGONA200009,PARTJGONA201019,PARTJGONA202029,PARTJGONATOTAL,PARTJGONBUNKWN,PARTJGONBPRE1940,PARTJGONB194049,PARTJGONB195059,PARTJGONB196069,PARTJGONB197079,PARTJGONB198089,PARTJGONB199099,PARTJGONB200009,PARTJGONB201019,PARTJGONB202029,PARTJGONBTOTAL,PARTJGONCUNKWN,PARTJGONCPRE1940,PARTJGONC194049,PARTJGONC195059,PARTJGONC196069,PARTJGONC197079,PARTJGONC198089,PARTJGONC199099,PARTJGONC200009,PARTJGONC201019,PARTJGONC202029,PARTJGONCTOTAL,PARTJGOFFUNKWN,PARTJGOFFPRE1940,PARTJGOFF194049,PARTJGOFF195059,PARTJGOFF196069,PARTJGOFF197079,PARTJGOFF198089,PARTJGOFF199099,PARTJGOFF200009,PARTJGOFF201019,PARTJGOFF202029,PARTJGOFFTOTAL,PARTJGUNKWNTOT,PARTJGPRE1940TOT,PARTJG194049TOT,PARTJG195059TOT,PARTJG196069TOT,PARTJG197079TOT,PARTJG198089TOT,PARTJG199099TOT,PARTJG200009TOT,PARTJG201019TOT,PARTJG202029TOT,PARTJGTOTAL,PARTJUNKWNTOT,PARTJPRE1940TOT,PARTJ194049TOT,PARTJ195059TOT,PARTJ196069TOT,PARTJ197079TOT,PARTJ198089TOT,PARTJ199099TOT,PARTJ200009TOT,PARTJ201019TOT,PARTJ202029TOT,PARTJTOTAL
2/2/2026,2024,20250564,45603,19490,"TOCCOA NATURAL GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,NORTH CAROLINA,0,0,0,0,0,0,0,0,12.2,0.5,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0.5,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0.5,0,12.7
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,ALABAMA,0.025,0.064,166.365,238.7,402.979,15.367,137.119,50.911,85.12,54.376,2.749,1153.775,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.064,166.365,238.7,402.979,15.367,137.119,50.911,85.12,54.376,2.749,1153.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,0,13.01,0,0,0,0,0,0,0,3.7,0,0,0,3.7,0,0,0,0,0,0,0,16.71,0,0,0,16.71,0.025,0.064,166.365,238.7,402.979,15.367,137.119,67.621,85.12,54.376,2.749,1170.485
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,DELAWARE,0,0,0,0,2.033,0,0.603,0.004,0,0.021,0,2.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033,0,0.603,0.004,0,0.021,0,2.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033,0,0.603,0.004,0,0.021,0,2.661
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,GEORGIA,0.025,0.02,24.018,191.796,267.267,21.672,25.2,86.606,69.644,131.782,9.44,827.47,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.02,24.018,191.796,267.267,21.672,25.2,86.606,69.644,131.782,9.44,827.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.02,24.018,191.796,267.267,21.672,25.2,86.606,69.644,131.782,9.44,827.47
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,LOUISIANA,1.451,0.049,90.503,448.621,409.142,113.883,192.928,7.045,11.158,12.705,0.422,1287.907,0,0,0,0,0,0,0,0,0,0,0,0,1.451,0.049,90.503,448.621,409.142,113.883,192.928,7.045,11.158,12.705,0.422,1287.907,0,0,0,0.302,3.5,0,0,0,0,0.008,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.507,143.587,24.183,7.327,0.15,0.012,0.248,0,222.014,0,0,0,6.958,41.145,0,0,0,0,0,0,48.103,0,0,0,53.767,188.232,24.183,7.327,0.15,0.012,0.256,0,273.927,1.451,0.049,90.503,502.388,597.374,138.066,200.255,7.195,11.17,12.961,0.422,1561.834
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,MARYLAND,0,0.003,0,106.92,61.911,41.079,14.201,10.545,4.087,6.767,1.744,247.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,106.92,61.911,41.079,14.201,10.545,4.087,6.767,1.744,247.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,106.92,61.911,41.079,14.201,10.545,4.087,6.767,1.744,247.257
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,MISSISSIPPI,0.01,0,78.257,205.113,272.343,21.188,12.752,4.609,8.108,11.555,0.485,614.42,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,78.257,205.113,272.343,21.188,12.752,4.609,8.108,11.555,0.485,614.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,78.257,205.113,272.343,21.188,12.752,4.609,8.108,11.555,0.485,614.42
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,NEW JERSEY,0,0.122,0,238.166,111.226,8.545,66.104,36.086,71.076,32.037,0.448,563.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,238.166,111.226,8.545,66.104,36.086,71.076,32.037,0.448,563.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,238.166,111.226,8.545,66.104,36.086,71.076,32.037,0.448,563.81
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,NEW YORK,0,0,0,10.541,2.579,0.213,0.065,0.351,0.211,2.965,0.007,16.932,0,0,0,0,13.335,0,0,0,0,0.4,0,13.735,0,0,0,10.541,15.914,0.213,0.065,0.351,0.211,3.365,0.007,30.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.541,15.914,0.213,0.065,0.351,0.211,3.365,0.007,30.667
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,NORTH CAROLINA,0,0.006,0,207.513,236.85,20.055,9.253,36.647,40.725,35.08,6.224,592.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,207.513,236.85,20.055,9.253,36.647,40.725,35.08,6.224,592.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,207.513,236.85,20.055,9.253,36.647,40.725,35.08,6.224,592.353
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,OCS-Gulf of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.659,0,0,0,29.659,0,0,0,0,0,0,0,29.659,0,0,0,29.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,52.442,247.691,163.288,117.524,70.782,0,0,0,652.267,0.54,0,0,52.442,247.691,163.288,117.524,70.782,0,0,0,652.267,0.54,0,0,52.442,247.691,163.288,117.524,100.441,0,0,0,681.926
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,PENNSYLVANIA,0,0.114,0,358.807,275.276,62.123,135.437,65.366,77.842,248.781,49.828,1273.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,358.807,275.276,62.123,135.437,65.366,77.842,248.781,49.828,1273.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,358.807,275.276,62.123,135.437,65.366,77.842,248.781,49.828,1273.574
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,SOUTH CAROLINA,0.108,0.006,0,163.363,187.389,8.291,3.375,25.314,8.336,14.646,2.854,413.682,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.006,0,163.363,187.389,8.291,3.375,25.314,8.336,14.646,2.854,413.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.006,0,163.363,187.389,8.291,3.375,25.314,8.336,14.646,2.854,413.682
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,TEXAS,0,0,0,436.165,47.008,24.61,98.942,10.24,30.629,11.238,0.152,658.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.165,47.008,24.61,98.942,10.24,30.629,11.238,0.152,658.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.347,70.987,0,0.382,0,0,96.716,0,0,0,0,0,28.287,14.498,0,0.42,0,0,43.205,0,0,0,0,0,53.634,85.485,0,0.802,0,0,139.921,0,0,0,436.165,47.008,78.244,184.427,10.24,31.431,11.238,0.152,798.905
2/2/2026,2024,20251297,46380,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Natural Gas,INTERSTATE,VIRGINIA,0.007,0.009,0,402.427,377.386,18.251,8.799,6.381,32.095,112.075,9.263,966.693,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.009,0,402.427,377.386,18.251,8.799,6.381,32.095,112.075,9.263,966.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.009,0,402.427,377.386,18.251,8.799,6.381,32.095,112.075,9.263,966.693
2/2/2026,2024,20251206,46280,19574,TRAILBLAZER PIPELINE CO,Natural Gas,INTERSTATE,COLORADO,0,0,0,0,0,0,111.84,0.41,0.42,18.7,0,131.37,,,,,,,,,,,,,0,0,0,0,0,0,111.84,0.41,0.42,18.7,0,131.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.84,0.41,0.42,18.7,0,131.37
2/2/2026,2024,20251206,46280,19574,TRAILBLAZER PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,305.65,0.28,0.04,21.56,0,327.53,,,,,,,,,,,,,0,0,0,0,0,0,305.65,0.28,0.04,21.56,0,327.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.65,0.28,0.04,21.56,0,327.53
2/2/2026,2024,20251206,46280,19574,TRAILBLAZER PIPELINE CO,Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,5.74,0,0,0,0,5.74,,,,,,,,,,,,,0,0,0,0,0,0,5.74,0,0,0,0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,5.74
2/2/2026,2024,20250882,45935,19580,TRANSCOLORADO GAS TRANSMISSION COMPANY LLC,Natural Gas,INTERSTATE,COLORADO,0,0,0,0,0,0,0,271.645,1.715,0,0,273.36,,,,,,,,,,,,,0,0,0,0,0,0,0,271.645,1.715,0,0,273.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.645,1.715,0,0,273.36
2/2/2026,2024,20250882,45935,19580,TRANSCOLORADO GAS TRANSMISSION COMPANY LLC,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,38.348,0.386,0.034,0,38.768,,,,,,,,,,,,,0,0,0,0,0,0,0,38.348,0.386,0.034,0,38.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.348,0.386,0.034,0,38.768
2/2/2026,2024,20251052,46108,19610,TRANSWESTERN PIPELINE COMPANY LLC,Natural Gas,INTERSTATE,ARIZONA,0,0,0,0,468.12,1.95,0.35,217.31,260.82,9.61,0.17,958.33,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,468.12,1.95,0.35,217.31,260.82,9.61,0.17,958.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.12,1.95,0.35,217.31,260.82,9.61,0.17,958.33
2/2/2026,2024,20251052,46108,19610,TRANSWESTERN PIPELINE COMPANY LLC,Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,0,0,0.78,0.03,0,0,0.81,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.78,0.03,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.03,0,0,0.81
2/2/2026,2024,20251052,46108,19610,TRANSWESTERN PIPELINE COMPANY LLC,Natural Gas,INTERSTATE,COLORADO,0,0,0,0,0,0,0,10.87,0,0.01,0,10.88,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.87,0,0.01,0,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.87,0,0.01,0,10.88
2/2/2026,2024,20251052,46108,19610,TRANSWESTERN PIPELINE COMPANY LLC,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,843.56,56.77,13.45,155.55,104.79,18.45,0.05,1192.62,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,843.56,56.77,13.45,155.55,104.79,18.45,0.05,1192.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.56,56.77,13.45,155.55,104.79,18.45,0.05,1192.62
2/2/2026,2024,20251052,46108,19610,TRANSWESTERN PIPELINE COMPANY LLC,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,346.29,28.65,2.46,6.02,2.17,13.47,0.21,399.27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,346.29,28.65,2.46,6.02,2.17,13.47,0.21,399.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.29,28.65,2.46,6.02,2.17,13.47,0.21,399.27
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,2.82,18.5,0,0,0.01,0.05,0.01,0,21.39,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2.82,18.5,0,0,0.01,0.05,0.01,0,21.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,18.5,0,0,0.01,0.05,0.01,0,21.39
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,ILLINOIS,0.01,0,0,5.97,398.32,16.51,28.44,0.3,2.4,0.96,0,452.91,0,0,0,0,0,0,0,0,0,0,,0,0.01,0,0,5.97,398.32,16.51,28.44,0.3,2.4,0.96,0,452.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,5.97,398.32,16.51,28.44,0.3,2.4,0.96,0,452.91
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,INDIANA,0,0,0,0,217.92,23.42,0.1,0.21,0.73,0.45,0.11,242.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,217.92,23.42,0.1,0.21,0.73,0.45,0.11,242.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.92,23.42,0.1,0.21,0.73,0.45,0.11,242.94
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,2.01,51.08,0,0,0.03,0.1,0.08,0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,51.08,0,0,0.03,0.1,0.08,0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,51.08,0,0,0.03,0.1,0.08,0,53.3
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,LOUISIANA,0.2,0,0,59.11,411.99,124.48,9.9,7.41,72.47,2.73,2.77,691.06,0,0,0,0,0,0,0,0,0,0,,0,0.2,0,0,59.11,411.99,124.48,9.9,7.41,72.47,2.73,2.77,691.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,59.11,411.99,124.48,9.9,7.41,72.47,2.73,2.77,691.06
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,2.46,148.58,0.13,0.05,0.19,1.04,0.69,0,153.14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2.46,148.58,0.13,0.05,0.19,1.04,0.69,0,153.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,148.58,0.13,0.05,0.19,1.04,0.69,0,153.14
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0.06,109.61,0.24,0.31,2.66,1.96,0.58,0,115.42,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.06,109.61,0.24,0.31,2.66,1.96,0.58,0,115.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,109.61,0.24,0.31,2.66,1.96,0.58,0,115.42
2/2/2026,2024,20251054,46110,19730,TRUNKLINE GAS CO,Natural Gas,INTERSTATE,TEXAS,0.03,0,0,321.24,62.74,19.14,9.61,3.41,34.69,10.02,0.87,461.75,0,0,0,0,0,0,0,0,0,0,,0,0.03,0,0,321.24,62.74,19.14,9.61,3.41,34.69,10.02,0.87,461.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,321.24,62.74,19.14,9.61,3.41,34.69,10.02,0.87,461.75
2/2/2026,2024,20250852,45903,19890,UCAR LOUISIANA PIPELINE LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,1.41,0,0,0,0,0.02,0,1.43,,,,,,,,,,,,,0,0,0,0,1.41,0,0,0,0,0.02,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0.02,0,1.43
2/2/2026,2024,20250938,45992,19892,UCAR PIPELINE LLC,Other Gas-Ethylene,INTERSTATE,LOUISIANA,0,0,0,0,65.44,150.86,0.1,0,0.01,4.93,0.01,221.35,,,,,,,,,,,,,0,0,0,0,65.44,150.86,0.1,0,0.01,4.93,0.01,221.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44,150.86,0.1,0,0.01,4.93,0.01,221.35
2/2/2026,2024,20250938,45992,19892,UCAR PIPELINE LLC,Other Gas-Ethylene,INTERSTATE,TEXAS,22.02,0,0,0,71.77,3.47,0,0.67,0.01,0.04,0.01,97.99,,,,,,,,,,,,,22.02,0,0,0,71.77,3.47,0,0.67,0.01,0.04,0.01,97.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,22.02,0,0,0,71.77,3.47,0,0.67,0.01,0.04,0.01,97.99
2/2/2026,2024,20250938,45992,19892,UCAR PIPELINE LLC,Other Gas-Ethylene,INTRASTATE,LOUISIANA,0,0,0,0,0,0.28,0,0,0,0,0,0.28,,,,,,,,,,,,,0,0,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.28
2/2/2026,2024,20250938,45992,19892,UCAR PIPELINE LLC,Other Gas-Ethylene,INTRASTATE,TEXAS,5.92,0,0,0,5.11,3.38,0,0.01,0,0,0.01,14.43,,,,,,,,,,,,,5.92,0,0,0,5.11,3.38,0,0.01,0,0,0.01,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5.92,0,0,0,5.11,3.38,0,0.01,0,0,0.01,14.43
2/2/2026,2024,20250811,45859,20010,"UGI UTILITIES, INC",Natural Gas,INTRASTATE,PENNSYLVANIA,0,13.22,2.33,43.66,34.69,35.53,37.56,43.08,23.01,30.14,0.27,263.49,,,,,,,,,,,,,0,13.22,2.33,43.66,34.69,35.53,37.56,43.08,23.01,30.14,0.27,263.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,13.22,2.33,43.66,34.69,35.53,37.56,43.08,23.01,30.14,0.27,263.49
