DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJTONUNKWN,PARTJTONPRE1940,PARTJTON194049,PARTJTON195059,PARTJTON196069,PARTJTON197079,PARTJTON198089,PARTJTON199099,PARTJTON200009,PARTJTON201019,PARTJTON202029,PARTJTONTOTAL,PARTJTOFFUNKWN,PARTJTOFFPRE1940,PARTJTOFF194049,PARTJTOFF195059,PARTJTOFF196069,PARTJTOFF197079,PARTJTOFF198089,PARTJTOFF199099,PARTJTOFF200009,PARTJTOFF201019,PARTJTOFF202029,PARTJTOFFTOTAL,PARTJTUNKWNTOT,PARTJTPRE1940TOT,PARTJT194049TOT,PARTJT195059TOT,PARTJT196069TOT,PARTJT197079TOT,PARTJT198089TOT,PARTJT199099TOT,PARTJT200009TOT,PARTJT201019TOT,PARTJT202029TOT,PARTJTTOTAL,PARTJGONAUNKWN,PARTJGONAPRE1940,PARTJGONA194049,PARTJGONA195059,PARTJGONA196069,PARTJGONA197079,PARTJGONA198089,PARTJGONA199099,PARTJGONA200009,PARTJGONA201019,PARTJGONA202029,PARTJGONATOTAL,PARTJGONBUNKWN,PARTJGONBPRE1940,PARTJGONB194049,PARTJGONB195059,PARTJGONB196069,PARTJGONB197079,PARTJGONB198089,PARTJGONB199099,PARTJGONB200009,PARTJGONB201019,PARTJGONB202029,PARTJGONBTOTAL,PARTJGONCUNKWN,PARTJGONCPRE1940,PARTJGONC194049,PARTJGONC195059,PARTJGONC196069,PARTJGONC197079,PARTJGONC198089,PARTJGONC199099,PARTJGONC200009,PARTJGONC201019,PARTJGONC202029,PARTJGONCTOTAL,PARTJGOFFUNKWN,PARTJGOFFPRE1940,PARTJGOFF194049,PARTJGOFF195059,PARTJGOFF196069,PARTJGOFF197079,PARTJGOFF198089,PARTJGOFF199099,PARTJGOFF200009,PARTJGOFF201019,PARTJGOFF202029,PARTJGOFFTOTAL,PARTJGUNKWNTOT,PARTJGPRE1940TOT,PARTJG194049TOT,PARTJG195059TOT,PARTJG196069TOT,PARTJG197079TOT,PARTJG198089TOT,PARTJG199099TOT,PARTJG200009TOT,PARTJG201019TOT,PARTJG202029TOT,PARTJGTOTAL,PARTJUNKWNTOT,PARTJPRE1940TOT,PARTJ194049TOT,PARTJ195059TOT,PARTJ196069TOT,PARTJ197079TOT,PARTJ198089TOT,PARTJ199099TOT,PARTJ200009TOT,PARTJ201019TOT,PARTJ202029TOT,PARTJTOTAL
2/2/2026,2024,20250872,45924,31687,"HILL-LAKE GAS STORAGE, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,31.215,0,0,31.215,,,,,,,,,,,,,0,0,0,0,0,0,0,0,31.215,0,0,31.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.215,0,0,31.215
2/2/2026,2024,20250530,45567,31688,AMERICO ENERGY RESOURCES LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893,0,0,0,22.172,0,0,0,,0,0.134,24.199,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1.893,0,0,0,22.172,0,0,0,0,0,0.134,24.199,1.893,0,0,0,22.172,0,0,0,0,0,0.134,24.199
2/2/2026,2024,20251315,46399,31697,"LODI GAS STORAGE, LLC",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,44.79,0.19,0,44.98,,,,,,,,,,,,,0,0,0,0,0,0,0,0,44.79,0.19,0,44.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.79,0.19,0,44.98
2/2/2026,2024,20250878,45930,31703,"WILLIAMS MLP OPERATING, LLC",Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495,0,0,0,0,0,0,0,0,23.778,1.456,27.729,0,0,0,0,0,0,0,0,0,0,0,0,72.054,0,0,0,0,0,0,0,0,369.346,23.476,464.876,0,0,0,0,0,0,0,0,0,0,0,0,74.549,0,0,0,0,0,0,0,0,393.124,24.932,492.605,74.549,0,0,0,0,0,0,0,0,393.124,24.932,492.605
2/2/2026,2024,20250878,45930,31703,"WILLIAMS MLP OPERATING, LLC",Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,282.702,0,0,0,0,0,0,0,0,0,0,282.702,0,0,0,0,0,0,0,0,0,0,0,0,282.808,0,0,0,0,0,0,0,0,0,0,282.808,282.808,0,0,0,0,0,0,0,0,0,0,282.808
2/2/2026,2024,20250878,45930,31703,"WILLIAMS MLP OPERATING, LLC",Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789,0,0,0,0,0,0,0,0.619,32.105,0,34.513,0,0,0,0,0,0,0,0,0,0,0,0,25.754,0,0,0,0,0,0,0,22.176,525.313,27.12,600.363,0,0,0,0,0,0,0,0,0,0,0,0,27.543,0,0,0,0,0,0,0,22.795,557.418,27.12,634.876,27.543,0,0,0,0,0,0,0,22.795,557.418,27.12,634.876
2/2/2026,2024,20250878,45930,31703,"WILLIAMS MLP OPERATING, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.697,0,8.437,0,25.546,0,0,0,201.402,95.55,0.654,335.286,0,0,0.474,0,0,0,0,0,13.761,38.001,0.055,52.291,62.031,0,2.911,0,4.237,0,0,0,245.556,502.859,31.969,849.563,0,0,0,0,0,0,0,0,0,0,0,0,65.728,0,11.822,0,29.783,0,0,0,460.719,636.41,32.678,1237.14,65.728,0,11.822,0,29.783,0,0,0,460.719,636.41,32.678,1237.14
2/2/2026,2024,20250878,45930,31703,"WILLIAMS MLP OPERATING, LLC",Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.977,0,0,0,0,0,0,0,0,0,6.338,37.315,0,0,0,0,0,0,0,0,0,0,0,0,186.794,0,0,0,0,0.504,0,0,0,3.183,41.545,232.026,0,0,0,0,0,0,0,0,0,0,0,0,217.771,0,0,0,0,0.504,0,0,0,3.183,47.883,269.341,217.771,0,0,0,0,0.504,0,0,0,3.183,47.883,269.341
2/2/2026,2024,20251018,46849,31705,KATY STORAGE & TRANSPORTATION LP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,16.05,0,0,0,16.05,,0,,,,,,,,,,0,0,0,0,0,0,0,0,16.05,0,0,0,16.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.05,0,0,0,16.05
2/2/2026,2024,20251115,46176,31707,CHEVRON U.S.A. INC - PERMIAN BASIN,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,4.12,12.05,16.47,,,,,,,,,,,,,0.3,0,0,0,0,0,0,0,0,4.12,12.05,16.47,0.3,0,0,0,0,0,0,0,0,4.12,12.05,16.47
2/2/2026,2024,20251115,46176,31707,CHEVRON U.S.A. INC - PERMIAN BASIN,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,0,0.17,7.5,14.88,13.36,49.19,,,,,,,,,,,,,13.28,0,0,0,0,0,0,0.17,7.5,14.88,13.36,49.19,13.28,0,0,0,0,0,0,0.17,7.5,14.88,13.36,49.19
2/2/2026,2024,20250669,45711,31708,WAGNER OIL COMPANY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3.923,0,0,0,0,0,0,1.755,0,0,0,5.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.435,0,0,0,3.435,,,,,,,,,,,,,3.923,0,0,0,0,0,0,5.19,0,0,0,9.113,3.923,0,0,0,0,0,0,5.19,0,0,0,9.113
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,COLORADO,0,0,0,35.82,0,135.65,0.29,0.12,0.01,4.2,1.04,177.13,,,,,,,,,,,,,0,0,0,35.82,0,135.65,0.29,0.12,0.01,4.2,1.04,177.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82,0,135.65,0.29,0.12,0.01,4.2,1.04,177.13
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,KANSAS,0,460.22,437.03,500.41,570.74,538.34,176.21,272.75,152.68,36.21,49.77,3194.36,,,,,,,,,,,,,0,460.22,437.03,500.41,570.74,538.34,176.21,272.75,152.68,36.21,49.77,3194.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,460.22,437.03,500.41,570.74,538.34,176.21,272.75,152.68,36.21,49.77,3194.36
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,MISSOURI,0,72.04,17.78,155.5,365.75,55.71,37.71,98.71,29.47,15.33,0.15,848.15,,,,,,,,,,,,,0,72.04,17.78,155.5,365.75,55.71,37.71,98.71,29.47,15.33,0.15,848.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,72.04,17.78,155.5,365.75,55.71,37.71,98.71,29.47,15.33,0.15,848.15
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,NEBRASKA,0,4.29,0.06,0.05,0.51,0.05,0.67,0.13,0,0,0,5.76,,,,,,,,,,,,,0,4.29,0.06,0.05,0.51,0.05,0.67,0.13,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0.06,0.05,0.51,0.05,0.67,0.13,0,0,0,5.76
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,OKLAHOMA,0,2.79,328.39,171.17,134.07,259.7,211.16,57.08,31.48,40.76,0.7,1237.3,,,,,,,,,,,,,0,2.79,328.39,171.17,134.07,259.7,211.16,57.08,31.48,40.76,0.7,1237.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,328.39,171.17,134.07,259.7,211.16,57.08,31.48,40.76,0.7,1237.3
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,23.74,0,13.33,0.04,0.06,0.02,37.19,,,,,,,,,,,,,0,0,0,0,0,23.74,0,13.33,0.04,0.06,0.02,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.74,0,13.33,0.04,0.06,0.02,37.19
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,185.03,57.14,20.15,0.04,0.18,0,262.54,,,,,,,,,,,,,0,0,0,0,0,185.03,57.14,20.15,0.04,0.18,0,262.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.03,57.14,20.15,0.04,0.18,0,262.54
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,1.14,0,0.07,0.01,1.22,,,,,,,,,,,,,0,0,0,0,0,0,0,1.14,0,0.07,0.01,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0.07,0.01,1.22
2/2/2026,2024,20250277,45301,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,92.25,0.08,0,92.33,,,,,,,,,,,,,0,0,0,0,0,0,0,0,92.25,0.08,0,92.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0.08,0,92.33
2/2/2026,2024,20250277,45301,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,WISCONSIN,0,0,0,0,0,0,0,0,169.75,0.01,0.16,169.92,,,,,,,,,,,,,0,0,0,0,0,0,0,0,169.75,0.01,0.16,169.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.75,0.01,0.16,169.92
2/2/2026,2024,20250940,45994,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,MONTANA,0,0,0,0,0,0,0,0,9.152,0,0,9.152,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9.152,0,0,9.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.758,0.019,0,38.777,,,,,,,,,,,,,0,0,0,0,0,0,0,0,38.758,0.019,0,38.777,0,0,0,0,0,0,0,0,47.91,0.019,0,47.929
2/2/2026,2024,20250940,45994,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,12.87,0,12.87,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12.87,0,12.87,0.433,0,0,0,0,0,0,0,0,2.824,0,3.257,0,0,0,0,0,0,0,0,0,1.333,0,1.333,22.45,0,0,0,0,0,0,29.217,0,302.742,6.413,360.822,,,,,,,,,,,,,22.883,0,0,0,0,0,0,29.217,0,306.899,6.413,365.412,22.883,0,0,0,0,0,0,29.217,0,319.769,6.413,378.282
2/2/2026,2024,20251319,46403,31724,SOUTHERN COMPANY PIPELINES,Landfill Gas,INTRASTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9.4,0,9.4,0,0,0,0,0,0,0,0,0,9.4,0,9.4
2/2/2026,2024,20251313,46397,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0,15.47,32.71,0,48.18,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15.47,32.71,0,48.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.47,32.71,0,48.18
2/2/2026,2024,20251313,46397,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,12.6,6.69,0,0.4,19.69,,,,,,,,,,,,,0,0,0,0,0,0,0,12.6,6.69,0,0.4,19.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,6.69,0,0.4,19.69
2/2/2026,2024,20251313,46397,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,4.72,5.88,0,10.6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4.72,5.88,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,5.88,0,10.6
2/2/2026,2024,20251193,46267,31727,"KINDER MORGAN KEYSTONE GAS STORAGE, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,15.139,0,0,15.139,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15.139,0,0,15.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.139,0,0,15.139
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,ALABAMA,0,3.28,3.52,89.5,36.4,0,16.64,33.12,10.4,7.8,0.08,200.74,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.52,89.5,36.4,0,16.64,33.12,10.4,7.8,0.08,200.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.52,89.5,36.4,0,16.64,33.12,10.4,7.8,0.08,200.74
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,FLORIDA,0,3.52,0,44.88,11.09,54.09,0,0.05,2.73,0.08,0.02,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,44.88,11.09,54.09,0,0.05,2.73,0.08,0.02,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,44.88,11.09,54.09,0,0.05,2.73,0.08,0.02,116.46
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,LOUISIANA,0,564.39,493.94,1033.29,565.78,168,171.34,97.13,429.11,36.87,3.48,3563.33,0,0,0,12.79,0,0,0,0,0,0,0,12.79,0,564.39,493.94,1046.08,565.78,168,171.34,97.13,429.11,36.87,3.48,3576.12,0,0,2.24,1.16,2.51,0.07,0.35,0,0.03,0,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.51,8.55,0.08,1.56,0,0,0,0,52.7,0,0,0,0,5.42,0,0,0,0,0,0,5.42,0,0,2.24,43.67,16.48,0.15,1.91,0,0.03,0,0,64.48,0,564.39,496.18,1089.75,582.26,168.15,173.25,97.13,429.14,36.87,3.48,3640.6
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,302.08,194.35,437.92,93.89,21.4,19.66,43.8,277.48,188.36,17.48,1596.42,0,0,0,0,0,0,0,0,0,0,0,0,0,302.08,194.35,437.92,93.89,21.4,19.66,43.8,277.48,188.36,17.48,1596.42,0,0,0,0.72,0,0.85,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,1.04,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,1.76,0,0.85,0,0,0,0,0,3.85,0,302.08,195.59,439.68,93.89,22.25,19.66,43.8,277.48,188.36,17.48,1600.27
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,OCS-Gulf of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,0,0,0,0,0.01,0,0,12.5,0,0,0,12.49,0,0,0,0,0.01,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0.46,0,0,0,0.46,0,0,0,0,0,0,0,0.46,0,0,0,12.95,0,0,0,0,0.01,0,0,12.96
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,0,37.98,0,0,37.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.98,0,0,37.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.98,0,0,37.98
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,TEXAS,0,316.32,116.61,288.3,85.32,33.24,91.31,18.65,209.26,97.78,42.3,1299.09,0,0,0,0,0,0,0,0,0,0,0,0,0,316.32,116.61,288.3,85.32,33.24,91.31,18.65,209.26,97.78,42.3,1299.09,0,0,0,0.37,0,0,2.77,0,0.001,0,0,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,4.59,0,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,7.36,0,0.001,0,0,10.571,0,316.32,116.61,291.51,85.32,33.24,98.67,18.65,209.261,97.78,42.3,1309.661
2/2/2026,2024,20251220,46294,31729,"ATMOS ENERGY CORPORATION - ATMOS PIPELINE AND STORAGE, LLC",Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,1.3,0,0,20.4,0,0.1,0,21.8,,,,,,,,,,,,,0,0,0,0,1.3,0,0,20.4,0,0.1,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,20.4,0,0.1,0,21.8
2/2/2026,2024,20250348,45374,31730,"WGP-KHC, LLC",Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.43,0,0,13.31,89.9,37.83,0,0,9.93,35.36,0,0,186.33,,,,,,,,,,,,,0,0,13.31,90.33,37.83,0,0,9.93,35.36,0,0,186.76,0,0,13.31,90.33,37.83,0,0,9.93,35.36,0,0,186.76
2/2/2026,2024,20251143,46206,31737,TUCSON ELECTRIC POWER COMPANY,Natural Gas,INTRASTATE,ARIZONA,0,0,0,0,0,0,0,0,18.7,0,0,18.7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18.7,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,0,18.7
2/2/2026,2024,20250375,45404,31745,"GAS RECOVERY SYSTEMS, LLC",Landfill Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0.01,0,0.01,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01
2/2/2026,2024,20250375,45404,31745,"GAS RECOVERY SYSTEMS, LLC",Landfill Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,3.74,0,0,3.74,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3.74,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,0,3.74
2/2/2026,2024,20250222,45243,31747,TENASKA GEORGIA PARTNERS LP,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,1.2,0,0,1.2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1.2
