DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,C1_HCA_150_ABLE,C1_HCA_150_NOT_ABLE,C1_HCA_IN150_139_ABLE,C1_HCA_IN150_139_NOT_ABLE,C1_HCA_IN139_125_ABLE,C1_HCA_IN139_125_NOT_ABLE,C1_HCA_IN125_11_ABLE,C1_HCA_IN125_11_NOT_ABLE,C1_HCA_IN11_0_ABLE,C1_HCA_IN11_0_NOT_ABLE,C1_HCA_TOTAL,C2_HCA_150_ABLE,C2_HCA_150_NOT_ABLE,C2_HCA_IN150_139_ABLE,C2_HCA_IN150_139_NOT_ABLE,C2_HCA_IN139_125_ABLE,C2_HCA_IN139_125_NOT_ABLE,C2_HCA_IN125_11_ABLE,C2_HCA_IN125_11_NOT_ABLE,C2_HCA_IN11_0_ABLE,C2_HCA_IN11_0_NOT_ABLE,C2_HCA_TOTAL,C3_HCA_150_ABLE,C3_HCA_150_NOT_ABLE,C3_HCA_IN150_139_ABLE,C3_HCA_IN150_139_NOT_ABLE,C3_HCA_IN139_125_ABLE,C3_HCA_IN139_125_NOT_ABLE,C3_HCA_IN125_11_ABLE,C3_HCA_IN125_11_NOT_ABLE,C3_HCA_IN11_0_ABLE,C3_HCA_IN11_0_NOT_ABLE,C3_HCA_TOTAL,C4_HCA_150_ABLE,C4_HCA_150_NOT_ABLE,C4_HCA_IN150_139_ABLE,C4_HCA_IN150_139_NOT_ABLE,C4_HCA_IN139_125_ABLE,C4_HCA_IN139_125_NOT_ABLE,C4_HCA_IN125_11_ABLE,C4_HCA_IN125_11_NOT_ABLE,C4_HCA_IN11_0_ABLE,C4_HCA_IN11_0_NOT_ABLE,C4_HCA_TOTAL,HCA_GT15_MAOP_ABLE,HCA_GT15_MAOP_NOT_ABLE,HCA_BT15AND139_MAOP_ABLE,HCA_BT15AND139_MAOP_NOT_ABLE,HCA_BT139AND125_MAOP_ABLE,HCA_BT139AND125_MAOP_NOT_ABLE,HCA_BT125AND11_MAOP_ABLE,HCA_BT125AND11_MAOP_NOT_ABLE,HCA_LT_11_MAOP_ABLE,HCA_LT_11_MAOP_NOT_ABLE,C1_MCA_150_ABLE,C1_MCA_150_NOT_ABLE,C1_MCA_IN150_139_ABLE,C1_MCA_IN150_139_NOT_ABLE,C1_MCA_IN139_125_ABLE,C1_MCA_IN139_125_NOT_ABLE,C1_MCA_IN125_11_ABLE,C1_MCA_IN125_11_NOT_ABLE,C1_MCA_IN11_0_ABLE,C1_MCA_IN11_0_NOT_ABLE,C1_MCA_TOTAL,C2_MCA_150_ABLE,C2_MCA_150_NOT_ABLE,C2_MCA_IN150_139_ABLE,C2_MCA_IN150_139_NOT_ABLE,C2_MCA_IN139_125_ABLE,C2_MCA_IN139_125_NOT_ABLE,C2_MCA_IN125_11_ABLE,C2_MCA_IN125_11_NOT_ABLE,C2_MCA_IN11_0_ABLE,C2_MCA_IN11_0_NOT_ABLE,C2_MCA_TOTAL,C3_MCA_150_ABLE,C3_MCA_150_NOT_ABLE,C3_MCA_IN150_139_ABLE,C3_MCA_IN150_139_NOT_ABLE,C3_MCA_IN139_125_ABLE,C3_MCA_IN139_125_NOT_ABLE,C3_MCA_IN125_11_ABLE,C3_MCA_IN125_11_NOT_ABLE,C3_MCA_IN11_0_ABLE,C3_MCA_IN11_0_NOT_ABLE,C3_MCA_TOTAL,C4_MCA_150_ABLE,C4_MCA_150_NOT_ABLE,C4_MCA_IN150_139_ABLE,C4_MCA_IN150_139_NOT_ABLE,C4_MCA_IN139_125_ABLE,C4_MCA_IN139_125_NOT_ABLE,C4_MCA_IN125_11_ABLE,C4_MCA_IN125_11_NOT_ABLE,C4_MCA_IN11_0_ABLE,C4_MCA_IN11_0_NOT_ABLE,C4_MCA_TOTAL,MCA_GT15_MAOP_ABLE,MCA_GT15_MAOP_NOT_ABLE,MCA_BT15AND139_MAOP_ABLE,MCA_BT15AND139_MAOP_NOT_ABLE,MCA_BT139AND125_MAOP_ABLE,MCA_BT139AND125_MAOP_NOT_ABLE,MCA_BT125AND11_MAOP_ABLE,MCA_BT125AND11_MAOP_NOT_ABLE,MCA_LT_11_MAOP_ABLE,MCA_LT_11_MAOP_NOT_ABLE,C1_NOT_HCAORMCA_150_ABLE,C1_NOT_HCAORMCA_150_NOT_ABLE,C1_NOT_HCAORMCA_IN150_139_ABLE,C1_NOT_HCAORMCA_IN150_139_NOT_ABLE,C1_NOT_HCAORMCA_IN139_125_ABLE,C1_NOT_HCAORMCA_IN139_125_NOT_ABLE,C1_NOT_HCAORMCA_IN125_11_ABLE,C1_NOT_HCAORMCA_IN125_11_NOT_ABLE,C1_NOT_HCAORMCA_IN11_0_ABLE,C1_NOT_HCAORMCA_IN11_0_NOT_ABLE,C1_NOT_HCAORMCA_TOTAL,C2_NOT_HCAORMCA_150_ABLE,C2_NOT_HCAORMCA_150_NOT_ABLE,C2_NOT_HCAORMCA_IN150_139_ABLE,C2_NOT_HCAORMCA_IN150_139_NOT_ABLE,C2_NOT_HCAORMCA_IN139_125_ABLE,C2_NOT_HCAORMCA_IN139_125_NOT_ABLE,C2_NOT_HCAORMCA_IN125_11_ABLE,C2_NOT_HCAORMCA_IN125_11_NOT_ABLE,C2_NOT_HCAORMCA_IN11_0_ABLE,C2_NOT_HCAORMCA_IN11_0_NOT_ABLE,C2_NOT_HCAORMCA_TOTAL,C3_NOT_HCAORMCA_150_ABLE,C3_NOT_HCAORMCA_150_NOT_ABLE,C3_NOT_HCAORMCA_IN150_139_ABLE,C3_NOT_HCAORMCA_IN150_139_NOT_ABLE,C3_NOT_HCAORMCA_IN139_125_ABLE,C3_NOT_HCAORMCA_IN139_125_NOT_ABLE,C3_NOT_HCAORMCA_IN125_11_ABLE,C3_NOT_HCAORMCA_IN125_11_NOT_ABLE,C3_NOT_HCAORMCA_IN11_0_ABLE,C3_NOT_HCAORMCA_IN11_0_NOT_ABLE,C3_NOT_HCAORMCA_TOTAL,C4_NOT_HCAORMCA_150_ABLE,C4_NOT_HCAORMCA_150_NOT_ABLE,C4_NOT_HCAORMCA_IN150_139_ABLE,C4_NOT_HCAORMCA_IN150_139_NOT_ABLE,C4_NOT_HCAORMCA_IN139_125_ABLE,C4_NOT_HCAORMCA_IN139_125_NOT_ABLE,C4_NOT_HCAORMCA_IN125_11_ABLE,C4_NOT_HCAORMCA_IN125_11_NOT_ABLE,C4_NOT_HCAORMCA_IN11_0_ABLE,C4_NOT_HCAORMCA_IN11_0_NOT_ABLE,C4_NOT_HCAORMCA_TOTAL,NOT_HCAMCA_GT15_MAOP_ABLE,NOT_HCAMCA_GT15_MAOP_NOT_ABLE,NOT_HCAMCA_BT15139_MAOP_ABLE,NOT_HCAMCA_BT15139_MAOP_NABLE,NOT_HCAMCA_BT139125_MAOP_ABLE,NOT_HCAMCA_BT139125_NABLE,NOT_HCAMCA_BT12511_MAOP_ABLE,NOT_HCAMCA_BT12511_MAOP_NABLE,NOT_HCAMCA_LT_11_MAOP_ABLE,NOT_HCAMCA_LT_11_MAOP_NABLE,GT15_MAOP_ABLE,GT15_MAOP_NOT_ABLE,BT15AND139_MAOP_ABLE,BT15AND139_MAOP_NOT_ABLE,BT139AND125_MAOP_ABLE,BT139AND125_MAOP_NOT_ABLE,BT125AND11_MAOP_ABLE,BT125AND11_MAOP_NOT_ABLE,LT_11_MAOP_ABLE,LT_11_MAOP_NOT_ABLE,GT15_MAOP,BT15AND139_MAOP,BT139AND125_MAOP,BT125AND11_MAOP,LT_11_MAOP,INSPECTION_ABLE,INSPECTION_NOT_ABLE,PARTR_TOTAL
2/2/2026,2021,20221296,41179,17090,RATON GAS TRANSMISSION CO,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,9.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,9.89,0,9.89,9.89
2/2/2026,2021,20220897,40758,17540,ROANOKE GAS CO,Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,30.7,0,0,0,0,0,0,30.7,0,0,0,4.4,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1,0,0,0,0,0,0,0,0,0,60.39,0,0,0,0,0,0,0,60.39,0,0,0,0,60.39,60.39
2/2/2026,2021,20220905,40766,17570,ROCHESTER GAS & ELECTRIC CORP,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0.47,0,10.53,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.86,0,0,0,0,0,0,0,0,37.86,0,29.89,0,0,0,0,0,0,0,0,29.89,0,24.41,0,0,0,0,0,0,0,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,92.16,0,0,0,0,0,0,0,0,0,103.16,0,0,0,0,0,0,0,0,103.16,0,0,0,0,0,103.16,103.16
2/2/2026,2021,20220966,46773,17620,ROCKY MOUNTAIN NATURAL GAS LLC,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.13,8,0,0,0,0,0,0,0,0.44,0.01,8.45,1.28,0.1,0,0,0,0,0,0,0,0,1.38,9.41,0.1,0,0,0,0,0,0,0.44,0.01,0.06,0,0,0,0,0,0,0,0,0.26,0.32,3.74,0.25,0,0,0.3,0,0,0,0.34,0.02,4.65,10.51,0,0,0,0,0,0,0,0,0.96,11.47,0.48,0,0,0,0,0,0,0,0,0,0.48,14.79,0.25,0,0,0.3,0,0,0,0.34,1.24,30.61,53.53,2.7,9.9,11.58,0.18,24.31,46.43,95.91,71.94,347.09,45.22,29.25,0.4,0,5.29,0,1.75,0,14.45,1.96,98.32,43.53,6.72,0,0,0.04,0,0.04,0,0.29,0.29,50.91,0.1,0,0,0,0,0,0,0,0,0,0.1,119.46,89.5,3.1,9.9,16.91,0.18,26.1,46.43,110.65,74.19,143.66,89.85,3.1,9.9,17.21,0.18,26.1,46.43,111.43,75.44,233.51,13,17.39,72.53,186.87,301.5,221.8,523.3
2/2/2026,2021,20220787,40645,17681,ROSEBURG FOREST PRODUCTS CO,Natural Gas,INTRASTATE,OREGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,1.77,0,0,0,0,0,0,0,0.88,0,0,0.88,0,0.19,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.88,0,1.77,0,0.19,0,0,0,0,0,0.88,0,1.77,0.19,0,0,0.88,1.77,0,2.84,2.84
2/2/2026,2021,20221122,40992,18084,ST LAWRENCE GAS CO INC,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0,1.63,0.58,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0.58,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,2.86,0,0,0,0,1.57,0.05,0,0,0,0,1.62,0,0,0,0,2.9,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0.05,0,0,0,0,0,0,0,0,0.51,49.49,0,0,0,0,50,0,0,0,0,0,16.49,0,0,0,0,16.49,0,0,0,0,0.06,1.01,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,66.99,0,0,0,0,0,0,0,0,9.59,67.62,0,0,0,0,0,0,77.21,0,0,9.59,67.62,77.21
2/2/2026,2021,20221230,41107,18104,CPS ENERGY,Natural Gas,INTRASTATE,TEXAS,0.58,0,0,0,0,0,0,0,0,0,0.58,2.07,0,0,0,0,0,0,0,0,0,2.07,11.56,0,0,0,0,0,0,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,14.21,0,0,0,0,0,0,0,0,0,0.29,0.06,0,0,0,0,0,0,0,0,0.35,4.71,0,0,0,0,0,0,0,0,0,4.71,5.84,0,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0,0,0,0,0,0,0,10.84,0.06,0,0,0,0,0,0,0,0,51.88,0,0,0,0,0,0,0,0,0,51.88,9.43,0,0,0,0,0,0,0,0,0,9.43,2.52,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,63.83,0,0,0,0,0,0,0,0,0,88.88,0.06,0,0,0,0,0,0,0,0,88.94,0,0,0,0,88.88,0.06,88.94
2/2/2026,2021,20220900,40761,18112,SAN DIEGO GAS & ELECTRIC CO,Natural Gas,INTRASTATE,CALIFORNIA,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,4,77,38,9,4,4,0,0,0,28,5,165,2,4,0,0,0,0,0,0,1,0,7,80,46,9,4,4,0,0,0,29,5,4,3,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,5,9,0,0,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,14,0,89,59,9,4,4,0,0,0,45,5,148,13,4,0,50,147,68,215
2/2/2026,2021,20220579,40426,18152,SEA ROBIN PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,143.1,0.87,0,6.13,27.24,1.91,181.68,0,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,143.1,0.87,0,6.13,28.04,1.91,2.43,0,0,0,143.1,0.87,0,6.13,28.04,1.91,2.43,0,143.97,6.13,29.95,173.57,8.91,182.48
2/2/2026,2021,20220579,40426,18152,SEA ROBIN PIPELINE CO,Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.44,19.88,34.6,0,180.97,0,0,0,94.53,42.25,558.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.44,19.88,34.6,0,180.97,0,0,0,94.53,42.25,186.44,19.88,34.6,0,180.97,0,0,0,94.53,42.25,206.32,34.6,180.97,0,136.78,496.54,62.13,558.67
2/2/2026,2021,20220429,46711,18156,SEADRIFT PIPELINE CORP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.59,0,0,0,1.2,74.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.59,0,0,0,1.2,0,0,0,0,0,73.81,0,0,0,1.2,0,0,73.81,0,1.2,0,75.01,75.01
2/2/2026,2021,20220432,40278,18156,SEADRIFT PIPELINE CORP,Other Gas-Ethylene,INTRASTATE,TEXAS,0,0,0,0,0.51,0,0,0,0,0,0.51,0,0,0,0,0.22,0,0,0,0,0,0.22,0,0,0,0,3.35,0.36,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.48,54.06,0,0,1.19,12.39,225.12,0,0,0,0,1.79,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.27,54.06,0,0,1.19,12.39,0,0,0,0,163.35,54.42,0,0,1.19,12.39,0,0,217.77,0,13.58,164.54,66.81,231.35
2/2/2026,2021,20220703,40558,18201,"SENECA RESOURCES COMPANY, LLC",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,1.85,0,0,0,0,0,1.85,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,3.7,3.7
2/2/2026,2021,20220589,46745,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,LOUISIANA,0,0,0,0,0.15,0,0,0,0,0,0.15,0,0,0,0,1.16,0,0,0,0.01,0,1.17,0,0,0,0,1.19,0,0,0,0.03,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.61,0,0,0,0,0,57.61,0,0,0,0,1.32,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.93,0,0,0,0,0,0,0,0,0,61.43,0,0,0,0.04,0,0,0,61.43,0,0.04,61.47,0,61.47
2/2/2026,2021,20220589,46745,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,TEXAS,,,,,0.02,0,0,0,0,0,0.02,,,,,0.55,0,0,0,0,0,0.55,,,,,31.55,0,0,0,0,0,31.55,,,,,0,0,0,0,0,0,0,,,,,32.12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26,0,0,0,0,0,8.26,,,,,4.32,0.26,0,0,0,0,4.58,,,,,0.02,0,0,0,0,0,0.02,,,,,0,0,0,0,0,0,0,,,,,12.6,0.26,0,0,0,0,,,,,44.72,0.26,0,0,0,0,,,44.98,0,0,44.72,0.26,44.98
2/2/2026,2021,20221150,41164,18308,NV Energy,Natural Gas,INTRASTATE,NEVADA,1.1,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0.172,0,0.043,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,8.12,0.215,0,0,0,0,0,0,0,0,8.335,0,0,0,0,8.12,0.215,8.335
2/2/2026,2021,20220105,39936,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,Natural Gas,INTRASTATE,IOWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,2.36,0,0,0,0,0,0,0,0,8.58,0,0,0,0,0,0,0,0,0,0,0,0.713,0,0,0,0,0,0,0,0,0,0.713,0,0,0,0,0,0,0,0,0,0,0,6.933,2.36,0,0,0,0,0,0,0,0,7.16,2.36,0,0,0,0,0,0,0,0,9.52,0,0,0,0,7.16,2.36,9.52
2/2/2026,2021,20220980,40846,18380,SOCORRO NATURAL GAS CO,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,38,0,0,0,38,38
2/2/2026,2021,20220387,40229,18388,SOMERSET GAS SERVICE,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.26,0,0,0,0,31.26,0,0,0,0,0,8.85,0,0,0,0,8.85,0,0,0,0,0,12.6,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,53.78,0,0,0,0,0,0,53.78,0,0,0,53.78,53.78
2/2/2026,2021,20220416,40262,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",Natural Gas,INTRASTATE,SOUTH CAROLINA,0.1,0,0.4,0,0,0,0,0,0,0,0.5,0.1,0.5,0.1,0,0,0,0,0,0,0,0.7,15.8,3.4,6.6,4.8,0,0,0,0,0,0.4,31,0,0,0,0,0,0,0,0,0,0,0,16,3.9,7.1,4.8,0,0,0,0,0,0.4,0.8,1.1,0.2,4.9,0,0,0,0,0,0.1,7.1,0,0.6,0.3,9.5,0,0,0,0,0,0.1,10.5,5.4,2.1,1.9,6.7,0,0,0,0,0,0.1,16.2,0,0,0,0,0,0,0,0,0,0,0,6.2,3.8,2.4,21.1,0,0,0,0,0,0.3,39.6,43.8,34.8,83.3,0,0,0,0,0,40.6,242.1,14.1,19.8,3.5,22.7,0,0,0,0,0,8.2,68.3,24.3,8.4,5.4,18.1,0,0,0,0,0.1,1.4,57.7,0,0,0,0,0,0,0,0,0,0,0,78,72,43.7,124.1,0,0,0,0,0.1,50.2,100.2,79.7,53.2,150,0,0,0,0,0.1,50.9,179.9,203.2,0,0,51,153.5,280.6,434.1
2/2/2026,2021,20221006,40872,18440,SOUTH JERSEY GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,1.7,21.09,1.8,0,0,0,0,0,0,6.1,0.3,29.29,22.79,1.8,0,0,0,0,0,0,6.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.9,36.4,0.1,0,0,0,0,0,0,6.4,0,42.9,37.3,0.1,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,13.6,43.11,4.6,0,0,0,0,0,0,10,0.7,58.41,56.71,4.6,0,0,0,0,0,0,10,0.7,116.8,6.5,0,0,0,0,0,0,22.5,1,123.3,0,0,0,23.5,139.3,7.5,146.8
