DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTMTCECONHCA,PARTMTLFMCAEC,PARTMTLFCL34EC,PARTMTLFCL12EC,PARTMTCECOFFHCA,PARTMTCECOFFNHCA,PARTMTCECFHCA,PARTMGCECONA,PARTMGCECONB,PARTMGCECONC,PARTMGCECOFF,PARTMTCICONHCA,PARTMTLFMCAIC,PARTMTLFCL34IC,PARTMTLFCL12IC,PARTMTCICOFFHCA,PARTMTCICOFFNHCA,PARTMTCICFHCA,PARTMGCICONA,PARTMGCICONB,PARTMGCICONC,PARTMGCICOFF,PARTMTCSCONHCA,PARTMTLFMCASC,PARTMTLFCL34SC,PARTMTLFCL12SC,PARTMTCSCOFFHCA,PARTMTCSCOFFNHCA,PARTMTCSCFHCA,PARTMGCSCONA,PARTMGCSCONB,PARTMGCSCONC,PARTMGCSCOFF,PARTMTCMONHCA,PARTMTLFMCAMA,PARTMTLFCL34MA,PARTMTLFCL12MA,PARTMTCMOFFHCA,PARTMTCMOFFNHCA,PARTMTCMFHCA,PARTMGCMONA,PARTMGCMONB,PARTMGCMONC,PARTMGCMOFF,PARTMTCCONHCA,PARTMTLFMCACO,PARTMTLFCL34CO,PARTMTLFCL12CO,PARTMTCCOFFHCA,PARTMTCCOFFNHCA,PARTMTCCFHCA,PARTMGCCONA,PARTMGCCONB,PARTMGCCONC,PARTMGCCOFF,PARTMTCEONHCA,PARTMTLFMCAEQ,PARTMTLFCL34EQ,PARTMTLFCL12EQ,PARTMTCEOFFHCA,PARTMTCEOFFNHCA,PARTMTCEFHCA,PARTMGCEONA,PARTMGCEONB,PARTMGCEONC,PARTMGCEOFF,PARTMTCIOONHCA,PARTMTLFMCAIO,PARTMTLFCL34IO,PARTMTLFCL12IO,PARTMTCIOOFFHCA,PARTMTCIOOFFNHCA,PARTMTCIOFHCA,PARTMGCIONA,PARTMGCIONB,PARTMGCIONC,PARTMGCIOFF,PARTMTCEDONHCA,PARTMTPDMCAED,PARTMTPDCL34ED,PARTMTPDCL12ED,PARTMTCEDOFFHCA,PARTMTCEDOFFNHCA,PARTMTCEDFHCA,PARTMGCEDONA,PARTMGCEDONB,PARTMGCEDONC,PARTMGCEDOFF,PARTMTCPDONHCA,PARTMTPDMCAPD,PARTMTPDCL34PD,PARTMTPDCL12PD,PARTMTCPDOFFHCA,PARTMTCPDOFFNHCA,PARTMTCPDFHCA,PARTMGCPDONA,PARTMGCPDONB,PARTMGCPDONC,PARTMGCPDOFF,PARTMTCVONHCA,PARTMTPDMCAVA,PARTMTPDCL34VA,PARTMTPDCL12VA,PARTMTCVOFFHCA,PARTMTCVOFFNHCA,PARTMTCVFHCA,PARTMGCVONA,PARTMGCVONB,PARTMGCVONC,PARTMGCVOFF,PARTMTCNFONHCA,PARTMWRMCANF,PARTMWRCL34NF,PARTMWRCL12NF,PARTMTCNFOFFHCA,PARTMTCNFOFFNHCA,PARTMTCNFFHCA,PARTMGCNFONA,PARTMGCNFONB,PARTMGCNFONC,PARTMGCNFOFF,PARTMTCOOFDONHCA,PARTMWRMCAOF,PARTMWRCL34OF,PARTMWRCL12OF,PARTMTCOOFDOFFHCA,PARTMTCOOFDOFFNHCA,PARTMTCOOFDFHCA,PARTMGCOOFDONA,PARTMGCOOFDONB,PARTMGCOOFDONC,PARTMGCOOFDOFF,PARTMTCOONHCA,PARTMWRMCAOT,PARTMWRCL34OT,PARTMWRCL12OT,PARTMTCOOFFHCA,PARTMTCOOFFNHCA,PARTMTCOFHCA,PARTMGCOOONA,PARTMGCOOONB,PARTMGCOOONC,PARTMGCOOOFF,PARTMTONHCATOT,PARTMTFMCATOT,PARTMTFCLASS34TOT,PARTMTFCLASS12TOT,PARTMTOFFHCATOT,PARTMTFHCATOT,PARTMTOFFNHCATOT,PARTMGONATOT,PARTMGONBTOT,PARTMGONCTOT,PARTMGOFFTOT,PARTMTLSFR,PARTMGLCFR,PARTMTLSRON,PARTMTLSROCS,PARTMGCGLSRONA,PARTMGCGLSRONB,PARTMGCGLSRONC,PARTMGCGLSROCS,PARTMTLSRTOTAL,PARTMGCGLSRTOTAL,PARTMM3TOTAL,PARTM4NOTIFNOCALL,PARTM4NOTIFOUTAREA,PARTM4NOTIFPRIORSTART,PARTM4NOTIFAFTEREXP,PARTM4NOTIFINCINFO,PARTM4NOTIFTOTAL,PARTM4EXCAVTESTHOLE,PARTM4EXCAVCLEARANCE,PARTM4EXCAVPROTSHORE,PARTM4EXCAVBACKFILL,PARTM4MARKFADE,PARTM4EXCAVNOTLISTED,PARTM4EXCAVTOTAL,PARTM4MISCDETER,PARTM4MISCONECALL,PARTM4MISCPREVDAMAGE,PARTM4MISCROOTCAUSE,PARTM4MISCTOTAL,PARTM4LOCABANDON,PARTM4LOCINCORMAP,PARTM4LOCLOCERROR,PARTM4LOCNORESP,PARTM4LOCINCOMP,PARTM4LOCTRACEWIRE,PARTM4LOCUNLOCAT,PARTM4LOCABANMARK,PARTM4LOCMAPMARK,PARTM4LOCLOCMARK,PARTM4LOCTRACEMARK,PARTM4LOCTOTAL,PARTM4TOTDAMAGES,PARTM4TOTTICKETS,PARTM5NOTIFNOCALL,PARTM5NOTIFOUTAREA,PARTM5NOTIFPRIORSTART,PARTM5NOTIFAFTEREXP,PARTM5NOTIFINCINFO,PARTM5NOTIFTOTAL,PARTM5EXCAVTESTHOLE,PARTM5EXCAVCLEARANCE,PARTM5EXCAVPROTSHORE,PARTM5EXCAVBACKFILL,PARTM5MARKFADE,PARTM5EXCAVNOTLISTED,PARTM5EXCAVTOTAL,PARTM5MISCDETER,PARTM5MISCONECALL,PARTM5MISCPREVDAMAGE,PARTM5MISCROOTCAUSE,PARTM5MISCTOTAL,PARTM5LOCABANDON,PARTM5LOCINCORMAP,PARTM5LOCLOCERROR,PARTM5LOCNORESP,PARTM5LOCINCOMP,PARTM5LOCTRACEWIRE,PARTM5LOCUNLOCAT,PARTM5LOCABANMARK,PARTM5LOCMAPMARK,PARTM5LOCLOCMARK,PARTM5LOCTRACEMARK,PARTM5LOCTOTAL,PARTM5TOTDAMAGES,PARTM5TOTTICKETS
2/2/2026,2024,20251011,46574,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTERSTATE,MARYLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2026,2024,20251011,46574,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTERSTATE,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2026,2024,20251011,46574,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTERSTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2026,2024,20251011,46574,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2026,2024,20251011,46574,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTERSTATE,VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2026,2024,20251011,46574,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTERSTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857
2/2/2026,2024,20251011,46574,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2026,2024,20251013,47030,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
2/2/2026,2024,20251013,47030,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
2/2/2026,2024,20251013,47030,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2/2/2026,2024,20251038,46094,2748,CONSUMERS ENERGY CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,12,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,1,,1,,3,,,,,,,,,,,,,,,,,,4,82144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2026,2024,20251321,46770,2767,"HARVEST ALASKA, LLC",Natural Gas,INTRASTATE,ALASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/2/2026,2024,20250088,45097,2796,CORNING MUNICIPAL UTILITIES,Natural Gas,INTRASTATE,IOWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2026,2024,20251350,46437,2800,CORNING NATURAL GAS CORP,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2026,2024,20251169,46232,2859,CRANBERRY PIPELINE CORP (WV),Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,566
2/2/2026,2024,20250159,46644,2879,"BBT LOUISIANA INTRASTATE, LLC",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2026,2024,20250565,45604,3110,"DANVILLE, CITY OF",Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2026,2024,20250924,45978,3240,DELMARVA POWER & LIGHT COMPANY,Natural Gas,INTRASTATE,DELAWARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2026,2024,20250956,46010,3260,DELTA NATURAL GAS CO INC,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32460
2/2/2026,2024,20251250,46324,3345,DEVON ENERGY PRODUCTION CO. LP,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2/2/2026,2024,20251250,46324,3345,DEVON ENERGY PRODUCTION CO. LP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2/2/2026,2024,20250744,45815,3527,DOW PIPELINE LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
