DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTK20LESSC1,PARTK20LESSC2,PARTK20LESSC3,PARTK20LESSC4,PARTK20LESSTOT,PARTK2029C1,PARTK2029C2,PARTK2029C3,PARTK2029C4,PARTK2029TOT,PARTK3040C1,PARTK3040C2,PARTK3040C3,PARTK3040C4,PARTK3040TOT,PARTK4150C1,PARTK4150C2,PARTK4150C3,PARTK4150C4,PARTK4150TOT,PARTK5160C1,PARTK5160C2,PARTK5160C3,PARTK5160C4,PARTK5160TOT,PARTK6172C1,PARTK6172C2,PARTK6172C3,PARTK6172C4,PARTK6172TOT,PARTK7380C1,PARTK7380C2,PARTK7380C3,PARTK7380C4,PARTK7380TOT,PARTK80MOREC1,PARTK80MOREC2,PARTK80MOREC3,PARTK80MOREC4,PARTK80MORETOT,PARTKUNKNOWNC1,PARTKUNKNOWNC2,PARTKUNKNOWNC3,PARTKUNKNOWNC4,PARTKUNKNOWNTOT,PARTKNONSTEELC1,PARTKNONSTEELC2,PARTKNONSTEELC3,PARTKNONSTEELC4,PARTKNONSTEELTOT,PARTKONC1TOT,PARTKONC2TOT,PARTKONC3TOT,PARTKONC4TOT,PARTKONTOTAL,PARTKOFFLESS50,PARTKOFF5172,PARTKOFF72MORE,PARTKOFFUNKNOWN,PARTKOFFNONSTEEL,PARTKOFFTOTAL,PARTKC1TOT,PARTKC2TOT,PARTKC3TOT,PARTKC4TOT,PARTKTOTAL
2/2/2026,2022,20231017,43107,31604,EQUITRANS MIDSTREAM CORPORATION,Natural Gas,INTERSTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0.378,0.891,0,0,0,0.891,2.535,0,0,0,2.535,1.121,0,0,0,1.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.925,0,0,0,4.925,0,0,0,0,0,0,4.925,0,0,0,4.925
2/2/2026,2022,20231017,43107,31604,EQUITRANS MIDSTREAM CORPORATION,Natural Gas,INTERSTATE,PENNSYLVANIA,51.059,19.361,8.62,0,79.04,46.478,24.473,37.57,0,108.521,60.27,12.974,69.992,0,143.236,139.652,54,38.448,0,232.1,35.638,6.484,0.737,0,42.859,26.462,0.298,0.053,0,26.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1.282,3.114,0,6.546,361.709,118.872,158.534,0,639.115,0,0,0,0,0,0,361.709,118.872,158.534,0,639.115
2/2/2026,2022,20231017,43107,31604,EQUITRANS MIDSTREAM CORPORATION,Natural Gas,INTERSTATE,WEST VIRGINIA,0.264,0,0,0,0.264,1.493,0.868,0,0,2.361,27.725,5.833,0.397,0,33.955,106.126,16.893,3.589,0,126.608,94.909,8.906,0,0,103.815,18.196,0,0,0,18.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.713,32.5,3.986,0,285.199,0,0,0,0,0,0,248.713,32.5,3.986,0,285.199
2/2/2026,2022,20231017,43107,31604,EQUITRANS MIDSTREAM CORPORATION,Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.235,0.877,0,0,8.112,1.348,0,0,0,1.348,4.573,0,0,0,4.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.156,0.877,0,0,14.033,0,0,0,0,0,0,13.156,0.877,0,0,14.033
2/2/2026,2022,20231017,43107,31604,EQUITRANS MIDSTREAM CORPORATION,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0.507,0,0,0,0.507,1.66,0,0,0,1.66,12.728,1.461,0.45,0,14.639,21.849,5.188,0,0,27.037,39.489,4.198,0.156,0,43.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.233,10.847,0.606,0,87.686,0,0,0,0,0,0,76.233,10.847,0.606,0,87.686
2/2/2026,2022,20231017,43107,31604,EQUITRANS MIDSTREAM CORPORATION,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,0.004,0.005,0,0,0.009,6.882,0.025,0,0,6.907,10.756,1.94,0,0,12.696,27.962,1.778,0,0,29.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.604,3.748,0,0,49.352,0,0,0,0,0,0,45.604,3.748,0,0,49.352
2/2/2026,2022,20230407,46733,31613,M6 MIDSTREAM LLC,Natural Gas,INTRASTATE,TEXAS,5.42,1.4,9.1,0,15.92,1.18,3.73,0.32,0,5.23,5.32,2.31,1.54,0,9.17,63.38,25.42,13.09,0,101.89,162.42,51.08,8.86,0,222.36,427.4,37.25,0,0,464.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.12,121.19,32.91,0,819.22,0,0,0,0,0,0,665.12,121.19,32.91,0,819.22
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,3.594,0,0,0,3.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.594,0,0,0,3.594,0,0,0,0,0,0,3.594,0,0,0,3.594
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,IOWA,0.726,0,0,0,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0,0,0,0.726,0,0,0,0,0,0,0.726,0,0,0,0.726
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,KANSAS,0.032,0,0,0,0.032,51.043,1.411,0,0,52.454,0.877,0,0,0,0.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.952,1.411,0,0,53.363,0,0,0,0,0,0,51.952,1.411,0,0,53.363
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.012,0,0,0.02,3.285,2.56,0,0,5.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.293,2.572,0,0,5.865,0,0,0,0,0,0,3.293,2.572,0,0,5.865
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,NEBRASKA,0.058,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0.058,0,0,0,0,0,0,0.058,0,0,0,0.058
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,NEW MEXICO,0.062,0,0,0,0.062,9.571,0,0,0,9.571,0.29,0,0,0,0.29,0.18,0,0,0,0.18,1.07,0,0,0,1.07,0.742,0,0,0,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.915,0,0,0,11.915,0,0,0,0,0,0,11.915,0,0,0,11.915
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0.225,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0.225,0,0,0,0,0,0,0.225,0,0,0,0.225
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,TEXAS,121.933,15.648,34.475,0.126,172.182,34.643,6.048,28.018,0.136,68.845,113.601,17.978,80.911,5.171,217.661,328.906,50.894,109.866,1.454,491.12,558.49,67.915,87.421,0,713.826,1776.188,71.179,6.477,0.026,1853.87,0.017,0,0.002,0,0.019,6.562,0.707,0.15,0,7.419,27.65,2.883,8.69,0.173,39.396,3.113,0.323,3.113,0,6.549,2971.103,233.575,359.123,7.086,3570.887,0,0,0,0,0,0,2971.103,233.575,359.123,7.086,3570.887
2/2/2026,2022,20231008,43067,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.002,0.014,0,0,0,0.014,0.956,0,0,0,0.956,0,0,0,0,0,0,0,0,0,0,1.637,0,0,0,1.637,0,0,0,0,0,2.609,0,0,0,2.609,0,0,0,0,0,0,2.609,0,0,0,2.609
2/2/2026,2022,20230988,42427,31618,ENTERPRISE PRODUCTS OPERATING LLC,Other Gas-Ethane Gas,INTRASTATE,TEXAS,1.503,0,0,0,1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.503,0,0,0,1.503,0,0,0,0,0,0,1.503,0,0,0,1.503
2/2/2026,2022,20230126,41513,31622,GREENLIGHT GAS INC,Natural Gas,INTRASTATE,TEXAS,68.48,0,0,0,68.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16,0,0,0,20.16,88.64,0,0,0,88.64,0,0,0,0,0,0,88.64,0,0,0,88.64
2/2/2026,2022,20230111,41498,31624,ASH GROVE CEMENT COMPANY,Natural Gas,INTRASTATE,OREGON,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2/2/2026,2022,20231122,42572,31627,"DENBURY ONSHORE, LLC",Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9
2/2/2026,2022,20230875,43120,31632,NORTHWESTERN CORPORATION,Natural Gas,INTRASTATE,MONTANA,171.713,21.922,13.173,0,206.808,245.669,13.458,17.532,0,276.659,603.536,55.597,40.015,0,699.148,227.406,10.741,7.488,0,245.635,236.061,4.912,0.46,0,241.433,391.317,0.103,0,0,391.42,0.865,0,0,0,0.865,0,0,0,0,0,63.598,4.296,1.927,0,69.821,2.51,0,0,0,2.51,1942.675,111.029,80.595,0,2134.299,0,0,0,0,0,0,1942.675,111.029,80.595,0,2134.299
2/2/2026,2022,20230875,43120,31632,NORTHWESTERN CORPORATION,Natural Gas,INTRASTATE,SOUTH DAKOTA,49.633,5.142,0.937,0,55.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.004,0,0,0,0,0,49.633,5.142,0.941,0,55.716,0,0,0,0,0,0,49.633,5.142,0.941,0,55.716
2/2/2026,2022,20230915,43072,31636,NORTHERN STATES POWER CO OF MINNESOTA,Natural Gas,INTRASTATE,MINNESOTA,1.8,0.5,6.3,0,8.6,4,2.7,20.3,0,27,1.6,2,0.9,0,4.5,3.4,3.4,19.4,0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,8.6,46.9,0,66.3,0,0,0,0,0,0,10.8,8.6,46.9,0,66.3
2/2/2026,2022,20230915,43072,31636,NORTHERN STATES POWER CO OF MINNESOTA,Natural Gas,INTRASTATE,SOUTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.3,9.3,0,3.7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,3.8,0,13.3,0,0,0,0,0,0,9.5,0,3.8,0,13.3
2/2/2026,2022,20231414,42936,31637,PANHANDLE NATURAL GAS,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,13.2,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,13.2,0,0,0,0,0,0,13.2,0,0,0,13.2
2/2/2026,2022,20230036,41593,31640,SIOUX CITY BRICK AND TILE,Natural Gas,INTRASTATE,IOWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2/2/2026,2022,20230895,42328,31646,PLATTE RIVER POWER AUTHORITY,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,15.6,0,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,0,15.8,0,0,0,0,0,0,15.8,0,0,0,15.8
2/2/2026,2022,20230223,41614,31647,SOUTH SHORE PIPELINE CO LLC,Natural Gas,INTRASTATE,TEXAS,0.733,0.169,0.114,0,1.016,0,0,0,0,0,0.666,0.659,0.128,0,1.453,0.205,0,0,0,0.205,18.006,1.145,3.564,0,22.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.61,1.973,3.806,0,25.389,0,0,0,0,0,0,19.61,1.973,3.806,0,25.389
2/2/2026,2022,20230124,41511,31662,ARCHER DANIELS MIDLAND CO,Natural Gas,INTRASTATE,IOWA,0,0,0.002,0,0.002,0,0,0,0,0,0,0,1.298,0,1.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,1.3,0,1.3
2/2/2026,2022,20231411,42931,31665,UNIVERSITY OF NEW HAMPSHIRE,Landfill Gas,INTRASTATE,NEW HAMPSHIRE,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,9.5,0.1,12.4,2,0.8,9.6,0.1,12.5,0,0,0,0,0,0,2,0.8,9.6,0.1,12.5
2/2/2026,2022,20231181,42635,31684,PHILLIPS 66 PIPELINE LLC,Hydrogen Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0.38,1.16,0.2,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1.16,0.2,0,1.74,0,0,0,0,0,0,0.38,1.16,0.2,0,1.74
2/2/2026,2022,20231182,42636,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,CALIFORNIA,9.36,4.3,3.65,0,17.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,4.3,3.65,0,17.31,0,0,0,0,0,0,9.36,4.3,3.65,0,17.31
2/2/2026,2022,20231182,42636,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0.046,0,0.204,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0.204,0,0.25,0,0,0,0,0,0,0.046,0,0.204,0,0.25
2/2/2026,2022,20231182,42636,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,,,,,,,0.28,0,0,0,0.28
2/2/2026,2022,20231373,42845,31685,AZTECA MILLING LP,Natural Gas,INTRASTATE,TEXAS,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,8
2/2/2026,2022,20230338,41733,31687,"HILL-LAKE GAS STORAGE, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.872,0,0,0,16.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.872,0,0,0,16.872,0,0,0,0,0,0,16.872,0,0,0,16.872
2/2/2026,2022,20231184,42640,31697,"LODI GAS STORAGE, LLC",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0.29,1.13,0,5.07,28.74,4.49,0.07,0,33.3,5.94,0.67,0,0,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.33,5.45,1.2,0,44.98,0,0,0,0,0,0,38.33,5.45,1.2,0,44.98
2/2/2026,2022,20231133,42584,31705,KATY STORAGE & TRANSPORTATION LP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0.63,0,0.63,0.65,0.13,1.05,0,1.83,5.26,0.86,7.47,0,13.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,0.99,9.15,0,16.05,0,0,0,0,0,0,5.91,0.99,9.15,0,16.05
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,COLORADO,0.25,0,0,0,0.25,0.19,0,0,0,0.19,1.33,0,0,0,1.33,3.67,0,0,0,3.67,150.47,0,0,0,150.47,21.22,0,0,0,21.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.13,0,0,0,177.13,0,0,0,0,0,0,177.13,0,0,0,177.13
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,KANSAS,594.18,67.63,76.42,0,738.23,255.42,26.27,22.62,0,304.31,330.83,24.77,63.14,0,418.74,362.58,23.29,39.15,0,425.02,369.76,13.89,3.29,0,386.94,910.41,4.11,0,0,914.52,1.45,0,0,0,1.45,0.92,0.01,0.02,0,0.95,0,0,0,0,0,2.02,0.16,0,0,2.18,2827.57,160.13,204.64,0,3192.34,0,0,0,0,0,0,2827.57,160.13,204.64,0,3192.34
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,MISSOURI,46.01,17,19.19,0,82.2,33.85,11.98,9.92,0,55.75,96.23,15.25,19.29,0,130.77,266.17,28.85,39.64,0,334.66,173.12,34.39,22.52,0,230.03,12.81,3.08,0,0,15.89,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,628.23,110.55,110.56,0,849.34,0,0,0,0,0,0,628.23,110.55,110.56,0,849.34
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,NEBRASKA,0.73,0,0.06,0,0.79,0.7,0,0,0,0.7,4.17,0,0,0,4.17,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0.06,0,5.76,0,0,0,0,0,0,5.7,0,0.06,0,5.76
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,OKLAHOMA,81.53,14.49,10.98,0,107,69.42,9.29,9.5,0,88.21,134.75,11.33,15.29,0,161.37,156.29,25.4,33.52,0,215.21,153.31,9.73,0.53,0,163.57,499.23,5.76,1.41,0,506.4,0.29,0,0,0,0.29,0.06,0,0,0,0.06,0,0,0,0,0,1.41,0,0,0,1.41,1096.29,76,71.23,0,1243.52,0,0,0,0,0,0,1096.29,76,71.23,0,1243.52
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,TEXAS,0.01,0,0,0,0.01,0.06,0,0,0,0.06,0.37,0,0,0,0.37,0.13,0,0,0,0.13,13.23,0,0,0,13.23,23.39,0,0,0,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.19,0,0,0,37.19,0,0,0,0,0,0,37.19,0,0,0,37.19
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0.07,0,0,0,0.07,0.6,0,0,0,0.6,0.86,0,0,0,0.86,115.39,0,0,0,115.39,145.62,0,0,0,145.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.54,0,0,0,262.54,0,0,0,0,0,0,262.54,0,0,0,262.54
2/2/2026,2022,20231075,42519,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTRASTATE,OKLAHOMA,0.06,0,0,0,0.06,0,0.01,0,0,0.01,0,0,0,0,0,0.71,0.4,0.03,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.41,0.03,0,1.21,0,0,0,0,0,0,0.77,0.41,0.03,0,1.21
2/2/2026,2022,20230910,42343,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,0,0.24,0.01,0.01,0,0.26,3.07,0.75,2.16,0,5.98,6.73,2.54,0.23,0,9.5,75.7,0.89,0,0,76.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.74,4.19,2.4,0,92.33,0,0,0,0,0,0,85.74,4.19,2.4,0,92.33
2/2/2026,2022,20230910,42343,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,WISCONSIN,0.16,0,0,0,0.16,0.01,0,0,0,0.01,0.67,0.26,0,0,0.93,6.6,2.94,0,0,9.54,43.22,5.65,0,0,48.87,110.25,0.15,0,0,110.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.91,9,0,0,169.91,0,0,0,0,0,0,160.91,9,0,0,169.91
2/2/2026,2022,20230890,42323,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0.013,0,0,0,0,0,9.138,0,0,0,9.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.151,0,0,0,9.151,0,0,0,0,0,0,9.151,0,0,0,9.151
2/2/2026,2022,20230890,42323,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0.128,5.503,0,0,0,5.503,7.671,0,0,0,7.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.302,0,0,0,13.302,0,0,0,0,0,0,13.302,0,0,0,13.302
2/2/2026,2022,20231078,42522,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.3,5.6,5.1,0.1,0,10.8,36.4,1.5,0,0,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1,6.8,0.1,0,49,0,0,0,0,0,0,42.1,6.8,0.1,0,49
2/2/2026,2022,20231078,42522,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,1.3,4.3,3.7,0.1,0,8.1,12,0.9,1.7,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,4.9,1.8,0,24,0,0,0,0,0,0,17.3,4.9,1.8,0,24
2/2/2026,2022,20231078,42522,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,5.8,4.1,0.6,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0.6,0,0,10.5,0,0,0,0,0,0,9.9,0.6,0,0,10.5
2/2/2026,2022,20230823,42251,31727,"KINDER MORGAN KEYSTONE GAS STORAGE, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.948,0,0,0,2.948,0,0,0,0,0,12.191,0,0,0,12.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.139,0,0,0,15.139,0,0,0,0,0,0,15.139,0,0,0,15.139
2/2/2026,2022,20230547,43104,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,ALABAMA,0.64,0.12,0.43,0,1.19,7.78,2.07,0.12,0,9.97,36.24,6.18,0.9,0,43.32,62.44,10.09,19.62,0,92.15,46.96,7.89,7.76,0,62.61,20.99,3.08,2.34,0,26.41,5.89,0,0,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.94,29.43,31.17,0,241.54,0,0,0,0,0,0,180.94,29.43,31.17,0,241.54
2/2/2026,2022,20230547,43104,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,FLORIDA,0.21,0,0,0,0.21,6.46,0,0.63,0,7.09,17.97,4.68,5.59,0,28.24,30.26,15.68,15.74,0,61.68,7.29,1.09,6.77,0,15.15,4.12,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.31,21.45,28.73,0,116.49,0,0,0,0,0,0,66.31,21.45,28.73,0,116.49
2/2/2026,2022,20230547,43104,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,LOUISIANA,265.29,43.4,90.31,0,399,263.44,61.78,63.63,0,388.85,364.04,59.68,86.74,0,510.46,277.95,41.8,103.14,0,422.89,496.34,45.37,52.75,0,594.46,823.87,57.7,4.9,0,886.47,351.11,5.68,0,0,356.79,0,0,0,0,0,0,0,0,0,0,9.23,1.72,0,0,10.95,2851.27,317.13,401.47,0,3569.87,12.79,0,0,0,0,12.79,2864.06,317.13,401.47,0,3582.66
