DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLTONC1,PARTLTONC2,PARTLTONC3,PARTLTONC4,PARTLTONTOT,PARTLTRONHCA,PARTLTRON192MILES,PARTLTRONCLASS34,PARTLTRONCLASS12,PARTLTOFFC1,PARTLTOFFTOT,PARTLTROFFHCA,PARTLTROFF192MILES,PARTLTROFFCLASS34,PARTLTROFFCLASS12,PARTLTC1TOT,PARTLTC2TOT,PARTLTC3TOT,PARTLTC4TOT,PARTLTTOTAL,PARTLTRHCATOTAL,PARTLTR192MILESTOTAL,PARTLTRCLASS34TOTAL,PARTLTRCLASS12TOTAL,PARTLGONAC2,PARTLGONAC3,PARTLGONAC4,PARTLGONATOT,PARTLGONBC2,PARTLGONBC3,PARTLGONBC4,PARTLGONBTOT,PARTLGONCC1,PARTLGONCTOT,PARTLGOFFC1,PARTLGOFFTOT,PARTLGC1TOT,PARTLGC2TOT,PARTLGC3TOT,PARTLGC4TOT,PARTLGTOTAL,PARTLC1TOT,PARTLC2TOT,PARTLC3TOT,PARTLC4TOT,PARTLTOTAL
2/2/2026,2021,20220057,39882,12486,MIDWEST NATURAL GAS CORP,Natural Gas,INTRASTATE,INDIANA,17.53,4.24,0,0,21.77,,,,,0,0,,,,,17.53,4.24,0,0,21.77,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,17.53,4.24,0,0,21.77
2/2/2026,2021,20221069,44856,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,ILLINOIS,149.9,4.1,1.28,0,155.28,3.45,7.32,,144.51,0,0,,,,,149.9,4.1,1.28,0,155.28,3.45,7.32,,144.51,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,149.9,4.1,1.28,0,155.28
2/2/2026,2021,20221069,44856,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,INDIANA,118.57,2.45,0,0,121.02,0,9.18,,111.84,0,0,,,,,118.57,2.45,0,0,121.02,0,9.18,,111.84,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,118.57,2.45,0,0,121.02
2/2/2026,2021,20221069,44856,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,KENTUCKY,88.88,6.11,0,0,94.99,1.44,10.96,,82.59,0,0,,,,,88.88,6.11,0,0,94.99,1.44,10.96,,82.59,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,88.88,6.11,0,0,94.99
2/2/2026,2021,20221069,44856,12498,MIDWESTERN GAS TRANSMISSION CO,Natural Gas,INTERSTATE,TENNESSEE,27.69,5.46,0.17,0,33.32,0.68,1.59,,31.05,0,0,,,,,27.69,5.46,0.17,0,33.32,0.68,1.59,,31.05,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,27.69,5.46,0.17,0,33.32
2/2/2026,2021,20220508,40354,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,603.65,43.86,15.03,0,662.54,10.59,20.16,2.39,629.38,0,0,,,,,603.65,43.86,15.03,0,662.54,10.59,20.16,2.39,629.38,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,603.65,43.86,15.03,0,662.54
2/2/2026,2021,20220508,40354,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,ILLINOIS,207.8,23.01,58.79,0,289.6,28.16,22.52,12.99,225.95,0,0,,,,,207.8,23.01,58.79,0,289.6,28.16,22.52,12.99,225.95,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,207.8,23.01,58.79,0,289.6
2/2/2026,2021,20220508,40354,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,255.16,27.47,5.35,0,287.98,2.37,11.59,0,274.04,0,0,,,,,255.16,27.47,5.35,0,287.98,2.37,11.59,0,274.04,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,255.16,27.47,5.35,0,287.98
2/2/2026,2021,20220508,40354,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,275.11,73.34,70.85,0.31,419.61,37.71,25.31,19.12,337.5,0,0,,,,,275.11,73.34,70.85,0.31,419.61,37.71,25.31,19.12,337.5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,275.11,73.34,70.85,0.31,419.61
2/2/2026,2021,20220508,40354,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Natural Gas,INTERSTATE,TEXAS,20.56,1.09,0,0,21.65,0,0.26,0,21.39,0,0,,,,,20.56,1.09,0,0,21.65,0,0.26,0,21.39,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,20.56,1.09,0,0,21.65
2/2/2026,2021,20220910,40772,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,Natural Gas,INTRASTATE,MISSISSIPPI,193.79,72.34,27.87,0,294,31.88,0,0,262.12,0,0,0,0,0,0,193.79,72.34,27.87,0,294,31.88,0,0,262.12,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,193.79,72.34,27.87,0,294
2/2/2026,2021,20220880,40740,12606,THE EMPIRE DISTRICT GAS COMPANY,Natural Gas,INTRASTATE,MISSOURI,81.78,5.24,0,0,87.02,0,,,87.02,0,0,,,,,81.78,5.24,0,0,87.02,0,,,87.02,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,81.78,5.24,0,0,87.02
2/2/2026,2021,20220479,40325,12624,EXXONMOBIL OIL CORPORATION,Hydrogen Gas,INTRASTATE,TEXAS,0,0,3.11,0,3.11,3.11,,,,0,0,,,,,0,0,3.11,0,3.11,3.11,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,3.11,0,3.11
2/2/2026,2021,20220478,40324,12624,EXXONMOBIL OIL CORPORATION,Natural Gas,INTRASTATE,TEXAS,0,0,2.38,0,2.38,2.38,,,,0,0,,,,,0,0,2.38,0,2.38,2.38,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2.38,0,2.38
2/2/2026,2021,20220480,40326,12628,MOBIL  PIPE  LINE COMPANY,Natural Gas,INTRASTATE,TEXAS,0,0,2.26,0,2.26,2.26,,,,0,0,,,,,0,0,2.26,0,2.26,2.26,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2.26,0,2.26
2/2/2026,2021,20220482,40328,12634,EXXONMOBIL OIL CORPORATION,Natural Gas,INTRASTATE,TEXAS,1.58,0,0,0,1.58,0,,,1.58,0,0,,,,,1.58,0,0,0,1.58,0,,,1.58,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.58,0,0,0,1.58
2/2/2026,2021,20221192,41066,12642,SPIRE GULF INC.,Natural Gas,INTRASTATE,ALABAMA,22.15,14.77,12.14,0,49.06,4.76,5.48,2.36,36.46,0,0,,,,,22.15,14.77,12.14,0,49.06,4.76,5.48,2.36,36.46,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,22.15,14.77,12.14,0,49.06
2/2/2026,2021,20220973,40838,12672,"MONROE NATURAL GAS DEPT, CITY OF",Natural Gas,INTRASTATE,NORTH CAROLINA,3.88,24.44,14.88,0,43.2,3.61,3.6,8.26,27.73,0,0,,,,,3.88,24.44,14.88,0,43.2,3.61,3.6,8.26,27.73,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3.88,24.44,14.88,0,43.2
2/2/2026,2021,20220771,40629,12684,MONTANA - DAKOTA UTILITIES CO,Natural Gas,INTRASTATE,MONTANA,0,0,2.525,0,2.525,0,0,2.525,0,0,0,,,,,0,0,2.525,0,2.525,0,0,2.525,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2.525,0,2.525
2/2/2026,2021,20220771,40629,12684,MONTANA - DAKOTA UTILITIES CO,Natural Gas,INTRASTATE,NORTH DAKOTA,78.966,2.568,1.853,0,83.387,0,0.523,1.853,81.012,0,0,,,,,78.966,2.568,1.853,0,83.387,0,0.523,1.853,81.012,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,78.966,2.568,1.853,0,83.387
2/2/2026,2021,20220771,40629,12684,MONTANA - DAKOTA UTILITIES CO,Natural Gas,INTRASTATE,SOUTH DAKOTA,0.757,3.483,0,0,4.24,0,0,,4.24,0,0,,,,,0.757,3.483,0,0,4.24,0,0,,4.24,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.757,3.483,0,0,4.24
2/2/2026,2021,20220763,40620,12732,MONTEZUMA NATURAL GAS DEPT,Natural Gas,INTRASTATE,IOWA,19.3,0.1,0,0,19.4,0,0,0,19.4,0,0,,,,,19.3,0.1,0,0,19.4,0,0,0,19.4,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,19.3,0.1,0,0,19.4
2/2/2026,2021,20220126,39958,12794,MORNING SUN MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,3,0,0,0,3,,,,3,0,0,,,,,3,0,0,0,3,,,,3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3,0,0,0,3
2/2/2026,2021,20220438,40284,12817,"MOSS BLUFF HUB, LLC (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTRASTATE,TEXAS,21.85,0.5,0,0,22.35,0,1.27,0,21.08,0,0,,,,,21.85,0.5,0,0,22.35,0,1.27,0,21.08,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,21.85,0.5,0,0,22.35
2/2/2026,2021,20220399,40243,12823,MOULTON MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,5.2,0.1,0,0,5.3,,,,5.3,0,0,,,,,5.2,0.1,0,0,5.3,,,,5.3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,5.2,0.1,0,0,5.3
2/2/2026,2021,20220548,40394,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Natural Gas,INTERSTATE,COLORADO,179.897,0.716,3.988,0,184.601,3.255,1.56,0.212,179.574,0,0,,,,,179.897,0.716,3.988,0,184.601,3.255,1.56,0.212,179.574,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,179.897,0.716,3.988,0,184.601
2/2/2026,2021,20220548,40394,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Natural Gas,INTERSTATE,UTAH,934.391,36.712,30.835,0,1001.938,21.43,34.003,0.979,945.526,0,0,,,,,934.391,36.712,30.835,0,1001.938,21.43,34.003,0.979,945.526,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,934.391,36.712,30.835,0,1001.938
2/2/2026,2021,20220548,40394,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC",Natural Gas,INTERSTATE,WYOMING,956.257,3.418,4.694,0,964.369,5.437,42.003,0.007,916.922,0,0,,,,,956.257,3.418,4.694,0,964.369,5.437,42.003,0.007,916.922,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,956.257,3.418,4.694,0,964.369
2/2/2026,2021,20220963,40828,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Natural Gas,INTRASTATE,IDAHO,0,0,6.313,0,6.313,0.864,0,5.448,0,0,0,,,,,0,0,6.313,0,6.313,0.864,0,5.448,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,6.313,0,6.313
2/2/2026,2021,20220963,40828,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Natural Gas,INTRASTATE,UTAH,322.175,64.205,367.948,3.471,757.799,155.791,117.543,129.169,355.294,0,0,,,,,322.175,64.205,367.948,3.471,757.799,155.791,117.543,129.169,355.294,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,322.175,64.205,367.948,3.471,757.799
2/2/2026,2021,20220963,40828,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Natural Gas,INTRASTATE,WYOMING,10.345,0,0,0,10.345,0,0,0,10.345,0,0,,,,,10.345,0,0,0,10.345,0,0,0,10.345,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,10.345,0,0,0,10.345
2/2/2026,2021,20220366,40208,12878,MOUNTAINEER GAS CO,Natural Gas,INTRASTATE,WEST VIRGINIA,1,1,0,0,2,0,0,0,2,0,0,,,,,1,1,0,0,2,0,0,0,2,0,0,0,0,12,1,0,13,,,0,0,0,12,1,0,13,1,13,1,0,15
2/2/2026,2021,20220418,40264,12930,MUSTANG GAS PRODUCTS LLC,Natural Gas,INTRASTATE,OKLAHOMA,30.93,0,0,0,30.93,0,25.1,0,5.83,0,0,,,,,30.93,0,0,0,30.93,0,25.1,0,5.83,3.19,0.4,0,3.59,3.33,6.28,0,9.61,,,0,0,0,6.52,6.68,0,13.2,30.93,6.52,6.68,0,44.13
2/2/2026,2021,20221350,41347,12990,BOBWHITE MANAGEMENT CO.,Natural Gas,INTRASTATE,OKLAHOMA,3,0,0,0,3,0,3,0,0,0,0,,,,,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3,0,0,0,3
2/2/2026,2021,20221148,41020,13061,NATIONAL FUEL GAS DISTRIBUTION CORP,Natural Gas,INTRASTATE,PENNSYLVANIA,21.5,29.43,15.46,0,66.39,5.32,0,10.15,50.93,0,0,,,,,21.5,29.43,15.46,0,66.39,5.32,0,10.15,50.93,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,21.5,29.43,15.46,0,66.39
2/2/2026,2021,20221156,41028,13062,NATIONAL FUEL GAS DISTRIBUTION CORP - NEW YORK,Natural Gas,INTRASTATE,NEW YORK,0,0,1.61,0,1.61,0.2,0,1.41,0,0,0,,,,,0,0,1.61,0,1.61,0.2,0,1.41,0,0,0,0,0,62.04,0,0,62.04,,,0,0,0,62.04,0,0,62.04,0,62.04,1.61,0,63.65
2/2/2026,2021,20221204,41080,13063,NATIONAL FUEL GAS SUPPLY CORP,Natural Gas,INTERSTATE,NEW YORK,336.81,162.31,104.61,1.41,605.14,91.73,17.18,10.15,486.08,0,0,,,,,336.81,162.31,104.61,1.41,605.14,91.73,17.18,10.15,486.08,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,336.81,162.31,104.61,1.41,605.14
2/2/2026,2021,20221204,41080,13063,NATIONAL FUEL GAS SUPPLY CORP,Natural Gas,INTERSTATE,PENNSYLVANIA,696.83,227.18,99.55,0.79,1024.35,72.57,27.67,20.47,903.64,0,0,,,,,696.83,227.18,99.55,0.79,1024.35,72.57,27.67,20.47,903.64,0,0,0,0,7.34,13.69,0,21.03,,,0,0,0,7.34,13.69,0,21.03,696.83,234.52,113.24,0.79,1045.38
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,ARKANSAS,748.38,96.38,68.68,0.13,913.57,64.53,120.14,0.06,728.84,0,0,,,,,748.38,96.38,68.68,0.13,913.57,64.53,120.14,0.06,728.84,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,748.38,96.38,68.68,0.13,913.57
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,ILLINOIS,1917.57,107.07,415.53,0,2440.17,390.14,164.14,4.03,1881.86,0,0,,,,,1917.57,107.07,415.53,0,2440.17,390.14,164.14,4.03,1881.86,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1917.57,107.07,415.53,0,2440.17
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,INDIANA,0.16,0,4.09,0,4.25,2.44,1.69,0.06,0.06,0,0,,,,,0.16,0,4.09,0,4.25,2.44,1.69,0.06,0.06,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.16,0,4.09,0,4.25
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,IOWA,831.57,14.57,2.03,0,848.17,6.66,11.25,0.79,829.47,0,0,,,,,831.57,14.57,2.03,0,848.17,6.66,11.25,0.79,829.47,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,831.57,14.57,2.03,0,848.17
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,KANSAS,689.8,0.13,0,0,689.93,0,3.45,0,686.48,0,0,,,,,689.8,0.13,0,0,689.93,0,3.45,0,686.48,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,689.8,0.13,0,0,689.93
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,LOUISIANA,183.27,5.96,0.48,0,189.71,2.67,2.91,0.02,184.11,0,0,,,,,183.27,5.96,0.48,0,189.71,2.67,2.91,0.02,184.11,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,183.27,5.96,0.48,0,189.71
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,MISSOURI,263.34,28.18,5.84,0,297.36,4.16,25.95,0,267.25,0,0,,,,,263.34,28.18,5.84,0,297.36,4.16,25.95,0,267.25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,263.34,28.18,5.84,0,297.36
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,NEBRASKA,245.23,5.03,0.28,0,250.54,1.01,5.41,0,244.12,0,0,,,,,245.23,5.03,0.28,0,250.54,1.01,5.41,0,244.12,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,245.23,5.03,0.28,0,250.54
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,NEW MEXICO,253.48,0,0,0,253.48,0,1,0,252.48,0,0,,,,,253.48,0,0,0,253.48,0,1,0,252.48,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,253.48,0,0,0,253.48
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,OKLAHOMA,752.45,7.29,0,0,759.74,0.46,8.49,0,750.79,0,0,,,,,752.45,7.29,0,0,759.74,0.46,8.49,0,750.79,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,752.45,7.29,0,0,759.74
2/2/2026,2021,20220860,40720,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,TEXAS,2071.56,165.71,165.11,0,2402.38,133.71,171.08,3.72,2093.87,0,0,,,,,2071.56,165.71,165.11,0,2402.38,133.71,171.08,3.72,2093.87,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2071.56,165.71,165.11,0,2402.38
2/2/2026,2021,20220182,40016,13180,NEBRASKA CITY UTILITIES,Natural Gas,INTRASTATE,NEBRASKA,54.35,0.4,0.1,0,54.85,0.1,54.75,,,0,0,,,,,54.35,0.4,0.1,0,54.85,0.1,54.75,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,54.35,0.4,0.1,0,54.85
2/2/2026,2021,20220850,40710,13299,NEW JERSEY NATURAL GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,0,0,11.684,239.094,250.778,250.777,,,,0,0,,,,,0,0,11.684,239.094,250.778,250.777,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,11.684,239.094,250.778
2/2/2026,2021,20220738,40595,13302,NATIONAL GAS & OIL CORP,Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0.575,0.436,0,1.011,,,0,0,0,0.575,0.436,0,1.011,0,0.575,0.436,0,1.011
2/2/2026,2021,20221299,41183,13360,"ENTERGY NEW ORLEANS, LLC",Natural Gas,INTRASTATE,LOUISIANA,30.32,1.35,4.09,0,35.76,2.98,,2.46,30.32,0,0,,,,,30.32,1.35,4.09,0,35.76,2.98,,2.46,30.32,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,30.32,1.35,4.09,0,35.76
2/2/2026,2021,20220914,41201,13420,NEW YORK STATE ELECTRIC & GAS CORP,Natural Gas,INTRASTATE,NEW YORK,10.64,6.58,3.21,0,20.43,0.74,1.62,0.85,17.22,,0,,,,,10.64,6.58,3.21,0,20.43,0.74,1.62,0.85,17.22,,,,0,,,,0,,,,0,0,0,0,0,0,10.64,6.58,3.21,0,20.43
2/2/2026,2021,20220338,40178,13480,NIAGARA MOHAWK POWER CORP,Natural Gas,INTRASTATE,NEW YORK,0,214.09,61.49,0,275.58,84.48,104.12,0,86.99,0,0,,,,,0,214.09,61.49,0,275.58,84.48,104.12,0,86.99,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,214.09,61.49,0,275.58
2/2/2026,2021,20220417,40263,13535,NORTH ALABAMA GAS DISTRICT,Natural Gas,INTRASTATE,ALABAMA,7.02,2.96,0,0,9.98,0,,,9.98,0,0,,,,,7.02,2.96,0,0,9.98,0,,,9.98,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,7.02,2.96,0,0,9.98
2/2/2026,2021,20220288,40127,13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,Natural Gas,INTRASTATE,OKLAHOMA,11,4,0,0,15,,,,15,0,0,,,,,11,4,0,0,15,,,,15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,11,4,0,0,15
2/2/2026,2021,20220804,40664,13635,NORTHEAST OHIO NATURAL GAS CORP,Natural Gas,INTRASTATE,OHIO,0.223,0.268,0,0,0.491,0,0,0,0.491,0,0,,,,,0.223,0.268,0,0,0.491,0,0,0,0.491,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.223,0.268,0,0,0.491
2/2/2026,2021,20220893,40754,13660,NORTH SHORE GAS CO,Natural Gas,INTRASTATE,ILLINOIS,0.006,2.76,44.87,0,47.636,32.78,6.38,5.72,2.76,0,0,,,,,0.006,2.76,44.87,0,47.636,32.78,6.38,5.72,2.76,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.006,2.76,44.87,0,47.636
2/2/2026,2021,20220893,40754,13660,NORTH SHORE GAS CO,Natural Gas,INTRASTATE,WISCONSIN,1.98,0.54,7.9,0,10.42,1.82,5.14,0.92,2.52,0,0,,,,,1.98,0.54,7.9,0,10.42,1.82,5.14,0.92,2.52,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.98,0.54,7.9,0,10.42
2/2/2026,2021,20221161,46727,13710,NORTHERN ILLINOIS GAS CO,Natural Gas,INTRASTATE,ILLINOIS,785.79,72.16,305.26,1.17,1164.38,329.72,43.74,0.25,790.67,0,0,,,,,785.79,72.16,305.26,1.17,1164.38,329.72,43.74,0.25,790.67,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,785.79,72.16,305.26,1.17,1164.38
2/2/2026,2021,20220968,41075,13730,NORTHERN INDIANA PUBLIC SERVICE CO,Natural Gas,INTRASTATE,INDIANA,488.1,86.61,115.35,0,690.06,128.82,3.51,,557.73,0,0,,,,,488.1,86.61,115.35,0,690.06,128.82,3.51,,557.73,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,488.1,86.61,115.35,0,690.06
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,ILLINOIS,20.99,0.8,0.23,0,22.02,0.06,0.6,0,21.36,0,0,,,,,20.99,0.8,0.23,0,22.02,0.06,0.6,0,21.36,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,20.99,0.8,0.23,0,22.02
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,IOWA,4148.43,68.05,49.28,0,4265.76,20.23,32.23,21.81,4191.49,0,0,,,,,4148.43,68.05,49.28,0,4265.76,20.23,32.23,21.81,4191.49,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4148.43,68.05,49.28,0,4265.76
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,KANSAS,1554.38,2.27,0,0,1556.65,0.15,5.44,0,1551.05,0,0,,,,,1554.38,2.27,0,0,1556.65,0.15,5.44,0,1551.05,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1554.38,2.27,0,0,1556.65
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,MICHIGAN,250.67,13.2,4.47,0,268.34,0.63,1.78,2.39,263.56,0,0,,,,,250.67,13.2,4.47,0,268.34,0.63,1.78,2.39,263.56,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,250.67,13.2,4.47,0,268.34
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,MINNESOTA,2966.85,187.48,231.4,0,3385.73,110.1,162.39,32.76,3080.5,0,0,,,,,2966.85,187.48,231.4,0,3385.73,110.1,162.39,32.76,3080.5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2966.85,187.48,231.4,0,3385.73
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,NEBRASKA,1331.4,27.44,55.9,0,1414.74,30.68,17.9,22.41,1343.73,0,0,,,,,1331.4,27.44,55.9,0,1414.74,30.68,17.9,22.41,1343.73,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1331.4,27.44,55.9,0,1414.74
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,NEW MEXICO,71.87,1.4,3.09,0,76.36,1.05,3.63,0,71.68,0,0,,,,,71.87,1.4,3.09,0,76.36,1.05,3.63,0,71.68,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,71.87,1.4,3.09,0,76.36
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,OKLAHOMA,232.08,0.5,0,0,232.58,0,,,232.58,0,0,,,,,232.08,0.5,0,0,232.58,0,,,232.58,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,232.08,0.5,0,0,232.58
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,SOUTH DAKOTA,758.59,10,24.98,0,793.57,10.29,6.82,9.29,767.17,0,0,,,,,758.59,10,24.98,0,793.57,10.29,6.82,9.29,767.17,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,758.59,10,24.98,0,793.57
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,TEXAS,924.57,6.07,0,0,930.64,0,6.38,0,924.28,0,0,,,,,924.57,6.07,0,0,930.64,0,6.38,0,924.28,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,924.57,6.07,0,0,930.64
2/2/2026,2021,20220861,40721,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,WISCONSIN,1256.3,58.41,26.09,0,1340.8,5.73,21.14,5.69,1308.25,0,0,,,,,1256.3,58.41,26.09,0,1340.8,5.73,21.14,5.69,1308.25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1256.3,58.41,26.09,0,1340.8
