DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLTONC1,PARTLTONC2,PARTLTONC3,PARTLTONC4,PARTLTONTOT,PARTLTRONHCA,PARTLTRON192MILES,PARTLTRONCLASS34,PARTLTRONCLASS12,PARTLTOFFC1,PARTLTOFFTOT,PARTLTROFFHCA,PARTLTROFF192MILES,PARTLTROFFCLASS34,PARTLTROFFCLASS12,PARTLTC1TOT,PARTLTC2TOT,PARTLTC3TOT,PARTLTC4TOT,PARTLTTOTAL,PARTLTRHCATOTAL,PARTLTR192MILESTOTAL,PARTLTRCLASS34TOTAL,PARTLTRCLASS12TOTAL,PARTLGONAC2,PARTLGONAC3,PARTLGONAC4,PARTLGONATOT,PARTLGONBC2,PARTLGONBC3,PARTLGONBC4,PARTLGONBTOT,PARTLGONCC1,PARTLGONCTOT,PARTLGOFFC1,PARTLGOFFTOT,PARTLGC1TOT,PARTLGC2TOT,PARTLGC3TOT,PARTLGC4TOT,PARTLGTOTAL,PARTLC1TOT,PARTLC2TOT,PARTLC3TOT,PARTLC4TOT,PARTLTOTAL
2/2/2026,2021,20220520,40366,39179,"AMPLIFY ENERGY OPERATING, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,1.1,0,0,1.1,0,15.8,0,15.8,,,0,0,0,1.1,15.8,0,16.9,0,1.1,15.8,0,16.9
2/2/2026,2021,20220180,40014,39180,INVENERGY NELSON LLC,Natural Gas,INTRASTATE,ILLINOIS,5.5,0,0,0,5.5,0,0.05,,5.45,0,0,,,,,5.5,0,0,0,5.5,0,0.05,,5.45,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,5.5,0,0,0,5.5
2/2/2026,2021,20220730,40587,39183,"MEDALLION OPERATING COMPANY, LLC",Natural Gas,INTRASTATE,TEXAS,6.15,0,0,0,6.15,0,,,6.15,0,0,,,,,6.15,0,0,0,6.15,0,,,6.15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6.15,0,0,0,6.15
2/2/2026,2021,20220822,40682,39185,"NGG GAS GATHERING COMPANY, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,6.48,0.4,6.88,0,0,0,0,,,0,0,0,0,6.48,0.4,6.88,0,0,6.48,0.4,6.88
2/2/2026,2021,20220138,40091,39189,"NORTHSTAR OFFSHORE VENTURES, LLC",Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,6.93,6.93,6.93,0,0,0,6.93,6.93,0,0,0,6.93
2/2/2026,2021,20220138,40091,39189,"NORTHSTAR OFFSHORE VENTURES, LLC",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,1.6,1.6,1.6,0,0,0,1.6,1.6,0,0,0,1.6
2/2/2026,2021,20220684,40539,39192,"NEXUS GAS TRANSMISSION, LLC (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MICHIGAN,40.52,2.83,3.42,0,46.77,8.88,6.82,0,31.07,0,0,,,,,40.52,2.83,3.42,0,46.77,8.88,6.82,0,31.07,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,40.52,2.83,3.42,0,46.77
2/2/2026,2021,20220684,40539,39192,"NEXUS GAS TRANSMISSION, LLC (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OHIO,169.32,31.7,9.43,0,210.45,37.25,95.47,0,77.73,0,0,,,,,169.32,31.7,9.43,0,210.45,37.25,95.47,0,77.73,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,169.32,31.7,9.43,0,210.45
2/2/2026,2021,20220571,40418,39193,"ROVER PIPELINE, LLC",Natural Gas,INTERSTATE,MICHIGAN,54.62,15.84,1.87,0,72.33,8.27,30.96,0,33.1,0,0,,,,,54.62,15.84,1.87,0,72.33,8.27,30.96,0,33.1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,54.62,15.84,1.87,0,72.33
2/2/2026,2021,20220571,40418,39193,"ROVER PIPELINE, LLC",Natural Gas,INTERSTATE,OHIO,541.12,32.7,1.72,0,575.54,23.3,129.51,0,422.73,0,0,,,,,541.12,32.7,1.72,0,575.54,23.3,129.51,0,422.73,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,541.12,32.7,1.72,0,575.54
2/2/2026,2021,20220571,40418,39193,"ROVER PIPELINE, LLC",Natural Gas,INTERSTATE,PENNSYLVANIA,7.77,2.5,0,0,10.27,0,5.9,0,4.37,0,0,,,,,7.77,2.5,0,0,10.27,0,5.9,0,4.37,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,7.77,2.5,0,0,10.27
2/2/2026,2021,20220571,40418,39193,"ROVER PIPELINE, LLC",Natural Gas,INTERSTATE,WEST VIRGINIA,55.69,3.06,2.2,0,60.95,0.54,9.53,0,50.88,0,0,,,,,55.69,3.06,2.2,0,60.95,0.54,9.53,0,50.88,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,55.69,3.06,2.2,0,60.95
2/2/2026,2021,20220505,40351,39194,SIERRITA GAS PIPELINE LLC,Natural Gas,INTERSTATE,ARIZONA,61.79,0,0,0,61.79,0,2.01,0,59.78,0,0,,,,,61.79,0,0,0,61.79,0,2.01,0,59.78,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,61.79,0,0,0,61.79
2/2/2026,2021,20221052,40920,39201,"CHANDELEUR PIPE LINE, LLC",Natural Gas,INTERSTATE,ALABAMA,4.68,0,0,0,4.68,0,0,0,4.68,13.69,13.69,0,0,0,13.69,18.37,0,0,0,18.37,0,0,0,18.37,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,18.37,0,0,0,18.37
2/2/2026,2021,20221052,40920,39201,"CHANDELEUR PIPE LINE, LLC",Natural Gas,INTERSTATE,LOUISIANA,1.03,0,0,0,1.03,0,0,0,1.03,71.85,71.85,0,0,0,71.85,72.88,0,0,0,72.88,0,0,0,72.88,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,72.88,0,0,0,72.88
2/2/2026,2021,20221052,40920,39201,"CHANDELEUR PIPE LINE, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,3.15,0,0,0,3.15,0,0,0,3.15,23.543,23.543,0,0,0,23.543,26.693,0,0,0,26.693,0,0,0,26.693,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,26.693,0,0,0,26.693
2/2/2026,2021,20221052,40920,39201,"CHANDELEUR PIPE LINE, LLC",Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,,86.38,86.38,0,0,0,86.38,86.38,0,0,0,86.38,0,0,0,86.38,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,86.38,0,0,0,86.38
2/2/2026,2021,20220039,39862,39207,RIVERSIDE PETROLEUM INDIANA,Natural Gas,INTRASTATE,INDIANA,0.95,0,0,0,0.95,,,,0.95,0,0,,,,,0.95,0,0,0,0.95,,,,0.95,0,0,0,0,0,0.154,0,0.154,,,0,0,0,0,0.154,0,0.154,0.95,0,0.154,0,1.104
2/2/2026,2021,20220603,40452,39210,"BOARDWALK STORAGE COMPANY, LLC",Natural Gas,INTERSTATE,LOUISIANA,14.77,0,0,0,14.77,,,,14.78,0,0,,,,,14.77,0,0,0,14.77,,,,14.78,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,14.77,0,0,0,14.77
2/2/2026,2021,20220835,40695,39211,"RICHLAND STRYKER GENERATION, LLC",Natural Gas,INTRASTATE,OHIO,0.217,0,0.244,0,0.461,0.359,0,0,0.102,0,0,,,,,0.217,0,0.244,0,0.461,0.359,0,0,0.102,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.217,0,0.244,0,0.461
2/2/2026,2021,20221237,41115,39216,TALLGRASS MIDSTREAM LLC,Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,4.759,0,0,4.759,0,0,0,0,,,0,0,0,4.759,0,0,4.759,0,4.759,0,0,4.759
2/2/2026,2021,20220308,40147,39218,LEATHERSTOCKING GAS COMPANY,Natural Gas,INTRASTATE,PENNSYLVANIA,1.545,0,0,0,1.545,0,,,1.545,0,0,,,,,1.545,0,0,0,1.545,0,,,1.545,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.545,0,0,0,1.545
2/2/2026,2021,20220753,40610,39223,"NET MEXICO PIPELINE PARTNERS, LLC",Natural Gas,INTRASTATE,TEXAS,141.015,0.953,0,0,141.968,2.697,3.591,0,135.68,0,0,,,,,141.015,0.953,0,0,141.968,2.697,3.591,0,135.68,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,141.015,0.953,0,0,141.968
2/2/2026,2021,20220279,40118,39228,ANDEAVOR FIELD SERVICES LLC,Natural Gas,INTERSTATE,WYOMING,20.82,0,0,0,20.82,0,,,20.82,0,0,,,,,20.82,0,0,0,20.82,0,,,20.82,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,20.82,0,0,0,20.82
2/2/2026,2021,20220279,40118,39228,ANDEAVOR FIELD SERVICES LLC,Natural Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0.2,0,0.2,,,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2
2/2/2026,2021,20220279,40118,39228,ANDEAVOR FIELD SERVICES LLC,Natural Gas,INTRASTATE,WYOMING,3.56,0,0,0,3.56,,,,3.56,0,0,,,,,3.56,0,0,0,3.56,,,,3.56,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3.56,0,0,0,3.56
2/2/2026,2021,20220165,39999,39230,"BUFFCO PRODUCTION, INC.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0.67,0,0.67,,,0,0,0,0,0.67,0,0.67,0,0,0.67,0,0.67
2/2/2026,2021,20221054,41289,39231,INTENSITY MIDSTREAM LLC,Natural Gas,INTRASTATE,OKLAHOMA,36.21,0,0,0,36.21,0,0,0,36.21,0,0,,,,,36.21,0,0,0,36.21,0,0,0,36.21,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,36.21,0,0,0,36.21
2/2/2026,2021,20221209,41085,39232,MATADOR PRODUCTION COMPANY,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,1.66,0,1.66,0,0,0,0,,,0,0,0,0,1.66,0,1.66,0,0,1.66,0,1.66
2/2/2026,2021,20221298,41182,39234,"UNITED GAS PIPELINE COMPANY, LLC",Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0.57,2.28,0,2.85,,,0,0,0,0.57,2.28,0,2.85,0,0.57,2.28,0,2.85
2/2/2026,2021,20221297,41181,39235,"AJAX PIPE LINE COMPANY, LLC",Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,7.81,0,7.81,,,0,0,0,0,7.81,0,7.81,0,0,7.81,0,7.81
2/2/2026,2021,20220299,40138,39246,"VISTA ENERGY, INC.",Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,7,0.66,0,7.66,,,0,0,0,7,0.66,0,7.66,0,7,0.66,0,7.66
2/2/2026,2021,20220402,40246,39248,"DIVIDE CREEK GATHERING SYSTEM, LLC",Natural Gas,INTRASTATE,COLORADO,4.01,0,0,0,4.01,,,,4.01,0,0,,,,,4.01,0,0,0,4.01,,,,4.01,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4.01,0,0,0,4.01
2/2/2026,2021,20220309,40148,39249,"BRD ONE, LLC",Landfill Gas,INTRASTATE,NEBRASKA,0,0,3,0,3,,,3,,0,0,,,,,0,0,3,0,3,,,3,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,3,0,3
2/2/2026,2021,20220150,39983,39250,AIX ENERGY LLC,Natural Gas,INTRASTATE,ALASKA,0,0.25,1.27,0,1.52,1.27,,,,0,0,,,,,0,0.25,1.27,0,1.52,1.27,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.25,1.27,0,1.52
2/2/2026,2021,20220852,40712,39251,"FOUNDATION ENERGY MANAGEMENT, LLC",Natural Gas,INTRASTATE,COLORADO,5.25,0,0,0,5.25,,,,5.25,0,0,,,,,5.25,0,0,0,5.25,,,,5.25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,5.25,0,0,0,5.25
2/2/2026,2021,20220852,40712,39251,"FOUNDATION ENERGY MANAGEMENT, LLC",Natural Gas,INTRASTATE,KANSAS,36.55,0,0,0,36.55,,,,36.55,0,0,,,,,36.55,0,0,0,36.55,,,,36.55,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,36.55,0,0,0,36.55
2/2/2026,2021,20220852,40712,39251,"FOUNDATION ENERGY MANAGEMENT, LLC",Natural Gas,INTRASTATE,NEBRASKA,6,0,0,0,6,,,,6,0,0,,,,,6,0,0,0,6,,,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6,0,0,0,6
2/2/2026,2021,20220004,41314,39252,"FASKEN OIL AND RANCH, LTD.",Natural Gas,INTRASTATE,TEXAS,11,0,0,0,11,0,0,0,11,0,0,,,,,11,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,11,0,0,0,11
2/2/2026,2021,20220091,39921,39253,"CONSOLIDATED ASSET MANAGEMENT SERVICES (TX), LLC",Natural Gas,INTRASTATE,TEXAS,0,0,19.9,0,19.9,19.9,,,,0,0,,,,,0,0,19.9,0,19.9,19.9,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,19.9,0,19.9
2/2/2026,2021,20220064,39889,39255,"ARSENAL MIDSTREAM, LLC",Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,1.26,0,0,1.26,0,0,0,0,,,0,0,0,1.26,0,0,1.26,0,1.26,0,0,1.26
2/2/2026,2021,20221137,41008,39256,DIVERSIFIED PRODUCTION,Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,,,,0,0,0.19,0,0,0.19,0,0.19,0,0,0.19
2/2/2026,2021,20221137,41008,39256,DIVERSIFIED PRODUCTION,Natural Gas,INTRASTATE,PENNSYLVANIA,3.87,29.831,0,0,33.701,0,0,0,33.701,0,0,,,,,3.87,29.831,0,0,33.701,0,0,0,33.701,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3.87,29.831,0,0,33.701
2/2/2026,2021,20221137,41008,39256,DIVERSIFIED PRODUCTION,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,4.36,,,0,0,0,0,4.36,0,4.36,0,0,4.36,0,4.36
2/2/2026,2021,20220222,40058,39263,HAYNESVILLE GATHERING LP,Natural Gas,INTRASTATE,LOUISIANA,2.67,0,0,0,2.67,0,0,0,2.67,0,0,,,,,2.67,0,0,0,2.67,0,0,0,2.67,6.22,0,0,6.22,0,0,0,0,,,0,0,0,6.22,0,0,6.22,2.67,6.22,0,0,8.89
2/2/2026,2021,20221263,41142,39266,URBAN OIL & GAS GROUP,Natural Gas,INTRASTATE,ALABAMA,2.38,0,2.16,0,4.54,2.16,0,0,2.38,0,0,,,,,2.38,0,2.16,0,4.54,2.16,0,0,2.38,9.15,0,0,9.15,0,0,0,0,,,0,0,0,9.15,0,0,9.15,2.38,9.15,2.16,0,13.69
2/2/2026,2021,20221263,41142,39266,URBAN OIL & GAS GROUP,Natural Gas,INTRASTATE,TEXAS,0.15,0,0,0,0.15,,,,,0,0,,,,,0.15,0,0,0,0.15,,,,,1.33,1.15,0,2.48,0,0,0,0,,,0,0,0,1.33,1.15,0,2.48,0.15,1.33,1.15,0,2.63
2/2/2026,2021,20221263,41142,39266,URBAN OIL & GAS GROUP,Natural Gas,INTRASTATE,UTAH,7,0,0,0,7,0,0,0,7,0,0,,,,,7,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,7,0,0,0,7
2/2/2026,2021,20220715,40571,39267,"EAGLERIDGE OPERATING, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,4.91,5.5,0,10.41,1.78,33.08,0,34.86,,,0,0,0,6.69,38.58,0,45.27,0,6.69,38.58,0,45.27
2/2/2026,2021,20220864,40724,39269,"WHITE OAK OPERATING COMPANY, LLC",Natural Gas,INTRASTATE,LOUISIANA,0.57,0,0,0,0.57,0,0,0,0.57,0,0,,,,,0.57,0,0,0,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.57,0,0,0,0.57
2/2/2026,2021,20221254,41132,39270,"COMMERCE MIDSTREAM, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,12.841,0,12.841,12.841,0,0,0,0,0,,,,,0,0,12.841,0,12.841,12.841,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,12.841,0,12.841
2/2/2026,2021,20220073,39965,39271,EAGLECLAW MIDSTREAM VENTURES,Natural Gas,INTRASTATE,TEXAS,6.58,0.56,0,0,7.14,0,0,0,7.14,0,0,,,,,6.58,0.56,0,0,7.14,0,0,0,7.14,0,3.64,0,3.64,0,0,0,0,,,0,0,0,0,3.64,0,3.64,6.58,0.56,3.64,0,10.78
2/2/2026,2021,20220364,40206,39275,"WACKER POLYSILICON NORTH AMERICA, LLC",Other Gas-Chlorine,INTRASTATE,TENNESSEE,0,0.84,0,0,0.84,,,,0.84,0,0,,,,,0,0.84,0,0,0.84,,,,0.84,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.84,0,0,0.84
2/2/2026,2021,20220626,40475,39276,OLIN CORPORATION,Other Gas-Chlorine,INTRASTATE,TENNESSEE,0,0.87,0,0,0.87,0.87,,,,0,0,,,,,0,0.87,0,0,0.87,0.87,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.87,0,0,0.87
2/2/2026,2021,20220865,40725,39282,CRISP COUNTY POWER COMMISSION,Natural Gas,INTRASTATE,GEORGIA,0,0,13,0,13,,,13,,0,0,,,,,0,0,13,0,13,,,13,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,13,0,13
2/2/2026,2021,20220591,40439,39293,DDS RENTALS LLC,Natural Gas,INTRASTATE,IOWA,7,0,0,0,7,,,,7,0,0,,,,,7,0,0,0,7,,,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,7,0,0,0,7
2/2/2026,2021,20221247,41125,39303,"BASA RESOURCES, INC.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,4.09,4.58,0,8.67,,,0,0,0,4.09,4.58,0,8.67,0,4.09,4.58,0,8.67
2/2/2026,2021,20221276,41155,39304,"CAPITAL STAR OIL & GAS, INC.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,60.81,0.44,0,61.25,,,0,0,0,60.81,0.44,0,61.25,0,60.81,0.44,0,61.25
2/2/2026,2021,20221327,41227,39306,"HILLTOP RESORT GS, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,2.49,0,2.49,0,0,0,0,,,0,0,0,0,2.49,0,2.49,0,0,2.49,0,2.49
2/2/2026,2021,20221139,41010,39312,"FREEDOM PIPELINE, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,10.28,1.72,0,12,0,0,0,0,,,0,0,0,10.28,1.72,0,12,0,10.28,1.72,0,12
2/2/2026,2021,20220283,40122,39313,"MAVERICK TERMINAL THREE RIVERS, LLC",Natural Gas,INTRASTATE,TEXAS,0.6,0,0,0,0.6,,,,0.6,0,0,,,,,0.6,0,0,0,0.6,,,,0.6,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.6,0,0,0,0.6
2/2/2026,2021,20220328,40168,39316,"RENAISSANCE OFFSHORE, LLC",Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,2.19,2.19,2.19,0,0,0,2.19,2.19,0,0,0,2.19
2/2/2026,2021,20220662,40516,39317,SCOUT ENERGY MANAGEMENT LLC,Natural Gas,INTRASTATE,KANSAS,1.5,0,0,0,1.5,,,,1.5,0,0,,,,,1.5,0,0,0,1.5,,,,1.5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.5,0,0,0,1.5
2/2/2026,2021,20220662,40516,39317,SCOUT ENERGY MANAGEMENT LLC,Natural Gas,INTRASTATE,TEXAS,7.75,0,0,0,7.75,,0.16,,7.59,0,0,,,,,7.75,0,0,0,7.75,,0.16,,7.59,0,0,0,0,5.173,5.648,0,10.821,,,0,0,0,5.173,5.648,0,10.821,7.75,5.173,5.648,0,18.571
2/2/2026,2021,20220604,40453,39320,CHISOS PIPELINE COMPANY LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,2.39,0,2.39,2.39,,,,0,0,,,,,0,0,2.39,0,2.39,2.39,,,,5.75,0,0,5.75,0,0,0,0,,,0,0,0,5.75,0,0,5.75,0,5.75,2.39,0,8.14
2/2/2026,2021,20221359,41275,39322,"COMPASS NATURAL GAS PARTNERS, LP",Natural Gas,INTRASTATE,PENNSYLVANIA,0.4,0,0,0,0.4,,,,0.4,0,0,,,,,0.4,0,0,0,0.4,,,,0.4,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.4,0,0,0,0.4
2/2/2026,2021,20220197,41330,39323,ELLWOOD REALTY ACQUISITION COMPANY (ERAC),Natural Gas,INTRASTATE,PENNSYLVANIA,4.2,2.1,5.7,0,12,0.2,,5.5,6.3,0,0,,,,,4.2,2.1,5.7,0,12,0.2,,5.5,6.3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4.2,2.1,5.7,0,12
2/2/2026,2021,20220284,40123,39324,"HEP PENNSYLVANIA GATHERING, LLC",Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,3.21,0,0,3.21,0,0,0,0,,,0,0,0,3.21,0,0,3.21,0,3.21,0,0,3.21
2/2/2026,2021,20221357,41272,39325,"TALOS ENERGY, LLC",Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,23.22,23.22,23.22,0,0,0,23.22,23.22,0,0,0,23.22
2/2/2026,2021,20220375,40217,39337,"TRIBUNE RESOURCES, LLC",Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,5,0,0,5,,,0,0,0,5,0,0,5,0,5,0,0,5
2/2/2026,2021,20220475,40321,39338,TESORO ALASKA COMPANY LLC,Natural Gas,INTRASTATE,ALASKA,0.2,0,0,0,0.2,0,0,0,0,0,0,,,,,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.2,0,0,0,0.2
2/2/2026,2021,20220008,39830,39343,SMELTER SERVICE CORP,Natural Gas,INTRASTATE,TENNESSEE,0.07,0,0,0,0.07,0.07,,,,0,0,,,,,0.07,0,0,0,0.07,0.07,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.07,0,0,0,0.07
2/2/2026,2021,20220254,40093,39345,COBRA OIL & GAS CORP.,Natural Gas,INTRASTATE,MICHIGAN,2.15,0,0,0,2.15,0,0,0,2.15,0,0,,,,,2.15,0,0,0,2.15,0,0,0,2.15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2.15,0,0,0,2.15
2/2/2026,2021,20220324,40164,39352,"GENESIS OFFSHORE HOLDINGS, LLC",Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,,,,,1.5,1.5,0,0,0,1.5,1.5,0,0,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,,,558.67,558.67,558.67,0,0,0,558.67,560.17,0,0,0,560.17
2/2/2026,2021,20220441,40287,39354,ENBRIDGE OFFSHORE FACILITIES,Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,260.7,260.7,260.7,0,0,0,260.7,260.7,0,0,0,260.7
2/2/2026,2021,20220157,39990,39356,AETHON ENERGY OPERATING LLC,Natural Gas,INTRASTATE,TEXAS,0.24,0,0,0,0.24,0,,,,0,0,,,,,0.24,0,0,0,0.24,0,,,,1.6,0,0,1.6,0,0,0,0,,,0,0,0,1.6,0,0,1.6,0.24,1.6,0,0,1.84
2/2/2026,2021,20220544,40390,39357,"WEST THOMAS FIELD SERVICES, LLC",Natural Gas,INTRASTATE,OKLAHOMA,0.75,0,0,0,0.75,0,0,0,0.75,0,0,,,,,0.75,0,0,0,0.75,0,0,0,0.75,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.75,0,0,0,0.75
2/2/2026,2021,20221281,41161,39361,"UNIVERSITY OF ARKANSAS, FAYETTEVILLE",Natural Gas,INTRASTATE,ARKANSAS,0,0,0,1.07,1.07,1.07,,,,0,0,,,,,0,0,0,1.07,1.07,1.07,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1.07,1.07
2/2/2026,2021,20220855,40715,39368,CRESTWOOD MIDSTREAM PARTNERS LP,Natural Gas,INTRASTATE,NEW MEXICO,0,0.741,0,0,0.741,0,0,0,0.741,0,0,,,,,0,0.741,0,0,0.741,0,0,0,0.741,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.741,0,0,0.741
2/2/2026,2021,20220855,40715,39368,CRESTWOOD MIDSTREAM PARTNERS LP,Natural Gas,INTRASTATE,NORTH DAKOTA,2.78,0,0,0,2.78,0,0,0,2.78,0,0,,,,,2.78,0,0,0,2.78,0,0,0,2.78,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2.78,0,0,0,2.78
2/2/2026,2021,20220855,40715,39368,CRESTWOOD MIDSTREAM PARTNERS LP,Natural Gas,INTRASTATE,TEXAS,2.2,0,0,0,2.2,0,0,0,2.2,0,0,,,,,2.2,0,0,0,2.2,0,0,0,2.2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2.2,0,0,0,2.2
