DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTTSMEHCAM1,PARTTSMEHCAM2,PARTTSMETOT,PARTTRRHCAM1,PARTTRRHCAM2,PARTTRRTOT,PARTTQHCAM1,PARTTQHCAM2,PARTTQTOT,PARTTPHCAM1,PARTTPHCAM2,PARTTPTOT,PARTTSBHCAM1,PARTTSBHCAM2,PARTTSBTOT,PARTTOHCAM1,PARTTOHCAM2,PARTTOTOT,PARTTHCAM1TOT,PARTTHCAM2TOT,PARTTRMTTOT,PARTTOTHDESC
2/2/2026,2023,20240800,44000,31646,PLATTE RIVER POWER AUTHORITY,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241427,44853,31665,UNIVERSITY OF NEW HAMPSHIRE,Landfill Gas,INTRASTATE,NEW HAMPSHIRE,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,
2/2/2026,2023,20241145,44357,31684,PHILLIPS 66 PIPELINE LLC,Hydrogen Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241143,44749,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241143,44749,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0.17,0.17,
2/2/2026,2023,20240959,44161,31685,AZTECA MILLING LP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240239,43417,31688,AMERICO ENERGY RESOURCES LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241327,44552,31697,"LODI GAS STORAGE, LLC",Natural Gas,INTRASTATE,CALIFORNIA,2.12,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,2.12,
2/2/2026,2023,20241177,44390,31705,KATY STORAGE & TRANSPORTATION LP,Natural Gas,INTRASTATE,TEXAS,0,0,0,10.34,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,10.34,
2/2/2026,2023,20240845,44045,31707,CHEVRON U.S.A. INC - PERMIAN BASIN,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240845,44045,31707,CHEVRON U.S.A. INC - PERMIAN BASIN,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241336,44561,31708,WAGNER OIL COMPANY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,KANSAS,0,0,0,0,97.98,97.98,0,0,0,0,0,0,0,0,0,0,0,0,0,97.98,97.98,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,MISSOURI,0,0,0,0,31.97,31.97,0,0,0,0,0,0,0,0,0,0,0,0,0,31.97,31.97,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,20.08,20.08,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,20.08,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240784,44847,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,
2/2/2026,2023,20241292,44516,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,10.09,10.09,0,0,0,0,0,0,0,0,0,0,10.09,10.09,
2/2/2026,2023,20241292,44516,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,WISCONSIN,0,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0,0,0,0,0,0,1.25,1.25,
2/2/2026,2023,20240704,43902,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240704,43902,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240588,43781,31724,SOUTHERN COMPANY PIPELINES,Landfill Gas,INTRASTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240587,43780,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240587,43780,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,GEORGIA,0,0,0,2.81,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,2.81,
2/2/2026,2023,20240587,43780,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240722,43922,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,17.33,17.33,0,0,0,0,0,0,0,0,0,0,0,0,0,17.33,17.33,
2/2/2026,2023,20240722,43922,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,FLORIDA,0,0,0,0,5.33,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,5.33,
2/2/2026,2023,20240722,43922,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,156.03,156.03,0,0,0,0,0,0,0,0,0,0,0,0,0,156.03,156.03,
2/2/2026,2023,20240722,43922,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0.76,54.53,55.29,0,0,0,0,0,0,0,0,0,0,0,0,0.76,54.53,55.29,
2/2/2026,2023,20240722,43922,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,73.63,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,73.63,73.63,
2/2/2026,2023,20241190,44405,31729,"ATMOS ENERGY CORPORATION - ATMOS PIPELINE AND STORAGE, LLC",Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,
2/2/2026,2023,20240306,43489,31730,"WGP-KHC, LLC",Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241179,44393,31737,TUCSON ELECTRIC POWER COMPANY,Natural Gas,INTRASTATE,ARIZONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240225,43403,31745,"GAS RECOVERY SYSTEMS, LLC",Landfill Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240495,43683,31747,TENASKA GEORGIA PARTNERS LP,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240390,43576,31748,MASSACHUSETTS WHOLESALE ELECTRIC CO,Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,0,0,0,1.89,1.89,0,0,0,0,0,0,0,0,0,0,1.89,1.89,
2/2/2026,2023,20240892,44092,31753,ASPIRE ENERGY OF OHIO LLC,Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241330,44555,31754,BLACK HILLS POWER INC,Natural Gas,INTRASTATE,SOUTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241362,44590,31755,"NOBLE ENERGY, INC. RBU",Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240243,43421,31768,SANTEE COOPER - RAINEY GENERATING STATION,Natural Gas,INTERSTATE,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240243,43421,31768,SANTEE COOPER - RAINEY GENERATING STATION,Natural Gas,INTERSTATE,SOUTH CAROLINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240317,44948,31771,AMERESCO PALMETTO,Landfill Gas,INTRASTATE,SOUTH CAROLINA,0,8.36,8.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36,8.36,
2/2/2026,2023,20240706,43905,31778,ENCANA OIL & GAS (USA) INC,Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240609,43802,31782,BAYSIDE POWER STATION,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0.67,0.67,
2/2/2026,2023,20241119,44329,31784,OHIO VALLEY HUB LLC,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241192,44407,31788,CALPINE TEXAS PIPELINE LP,Natural Gas,INTRASTATE,TEXAS,0,9.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,
2/2/2026,2023,20241340,44565,31801,TANDEM ENERGY CORPORATION,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240440,43627,31805,HOLLY REFINING & MARKETING COMPANY,Hydrogen Gas,INTRASTATE,UTAH,0,0,0,4.29,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,4.29,
2/2/2026,2023,20240521,43709,31840,UNISOURCE ENERGY SERVICES,Natural Gas,INTRASTATE,ARIZONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240881,44994,31846,"CAROLINA GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,GEORGIA,0,0,0,0,4.451,4.451,0,0,0,0,0,0,0,0,0,0,0,0,0,4.451,4.451,
2/2/2026,2023,20240881,44994,31846,"CAROLINA GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,SOUTH CAROLINA,0,0,0,0,52.21,52.21,0,0,0,0,0,0,0,0,0,0,0,0,0,52.21,52.21,
2/2/2026,2023,20240795,43995,31849,OGLETHORPE POWER CORPORATION,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240981,44183,31853,FOUNTAIN VALLEY POWER LLC,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240101,43269,31855,EVERGY,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240960,44162,31875,MERIT ENERGY COMPANY,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240960,44162,31875,MERIT ENERGY COMPANY,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240960,44162,31875,MERIT ENERGY COMPANY,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240960,44162,31875,MERIT ENERGY COMPANY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240538,44675,31880,"BBT MISSISSIPPI, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,1.672,1.672,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672,1.672,
2/2/2026,2023,20240318,44804,31890,WSP USA INC.,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,2.46,
2/2/2026,2023,20240608,43801,31891,NORTH BAJA PIPELINE LLC,Natural Gas,INTERSTATE,ARIZONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240608,43801,31891,NORTH BAJA PIPELINE LLC,Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,0,0,0.676,0.676,0,0,0,0,0,0,0,0,0,0,0.676,0.676,
2/2/2026,2023,20240214,44634,31892,DUKE ENERGY - DEBARY COMBUSTION TURBINE,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,
2/2/2026,2023,20241174,44387,31894,KISSIMMEE UTILITY AUTHORITY,Natural Gas,INTRASTATE,FLORIDA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
2/2/2026,2023,20241169,44381,31895,CERTAINTEED  SAINT-GOBAIN,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240788,43988,31896,"NORSTAR PIPELINE COMPANY, INC.",Natural Gas,INTRASTATE,ALASKA,0,0,0,0,0.311,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.311,
2/2/2026,2023,20240079,43245,31901,BAXTER HEALTHCARE CORP.,Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240569,43760,31902,"PINNACLE GAS PRODUCERS, LLC",Landfill Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240934,44136,31908,CHS OILSEED PROCESSING-NW GAS CONTRACTED,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240072,43237,31911,"AMERICAN ENERGIES GAS SERVICE,  LLC",Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240718,43918,31915,"TROPICANA PRODUCTS, INC.",Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240446,43633,31916,"WM RENEWABLE ENERGY, LLC",Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240809,44009,31924,COPANO FIELD SERVICES/UPPER GULF COAST LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240671,43866,31925,COPANO PIPELINES/SOUTH TEXAS LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241120,44330,31926,COPANO PIPELINES/UPPER GULF COAST LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,21.699,21.699,0,0,0,0,0,0,0,0,0,0,0,0,0,21.699,21.699,
2/2/2026,2023,20240259,43438,31929,L.E. JONES OPERATING INC.,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240537,43725,31933,CALCASIEU REFINING COMPANY,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240016,43174,31936,WORTHINGTON GENERATION,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240797,43997,31943,COLT MIDSTREAM LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2026,2023,20240112,43280,31949,SW GATHERING,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240551,43741,31955,CITY OF VERNON,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,7.3,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,7.3,
2/2/2026,2023,20240361,43547,31967,"JORDAN DEVELOPMENT COMPANY, L.L.C.",Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240695,43891,31968,"WTG GAS TRANSMISSION COMPANY, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,1.682,1.682,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682,1.682,
2/2/2026,2023,20241072,44281,31978,ATMOS PIPELINE - TEXAS,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,225.669,225.669,0,0,0,0,0,0,0,0,0,0,0,0,0,225.669,225.669,
2/2/2026,2023,20240104,43272,31999,"SHELBY COUNTY ENERGY CENTER, LLC",Natural Gas,INTRASTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240974,44683,32005,"ENLINK PROCESSING SERVICES, LLC",Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,2.963,2.963,0,0,0,0,0,0,0,0,0,0,0,0,0,2.963,2.963,
2/2/2026,2023,20240974,44683,32005,"ENLINK PROCESSING SERVICES, LLC",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,1.301,1.301,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.301,
2/2/2026,2023,20240974,44683,32005,"ENLINK PROCESSING SERVICES, LLC",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,42.838,42.838,0,0,0,0,0,0,0,0,0,0,0,0,0,42.838,42.838,
2/2/2026,2023,20240413,43600,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Hydrogen Gas,INTRASTATE,OKLAHOMA,0,0,0,0.98,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.98,
2/2/2026,2023,20240411,43598,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,
2/2/2026,2023,20240414,43601,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Other Gas-Sweet/Sour Gas,INTRASTATE,OKLAHOMA,0,0,0,2.44,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,2.44,
2/2/2026,2023,20241232,44834,32023,"MONTGOMERY GAS TRANSMISSION, INC.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241176,44389,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241176,44389,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,1.725,1.725,0,0,0,0,0,0,0,0,0,0,0,0,0,1.725,1.725,
2/2/2026,2023,20240935,44137,32026,MINNESOTA SOYBEAN PROCESSORS,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240354,43538,32034,"NGO TRANSMISSION, INC.",Natural Gas,INTRASTATE,OHIO,0,0.436,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.436,
2/2/2026,2023,20240097,43265,32039,PIMALCO GAS,Natural Gas,INTRASTATE,ARIZONA,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0.44,
2/2/2026,2023,20240732,43932,32042,FUTAMURA,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241165,44377,32043,"NORTH COAST GAS TRANSMISSION, LLC",Natural Gas,INTRASTATE,OHIO,0,10.238,10.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.238,10.238,
2/2/2026,2023,20240938,44140,32046,ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED),Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241457,44918,32052,"WHITE MARLIN OPERATING COMPANY, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241317,44733,32054,SILICON VALLEY POWER,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,1.45,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1.45,
2/2/2026,2023,20240073,43238,32067,"TORO ENERGY OF MARYLAND, LLC",Landfill Gas,INTRASTATE,MARYLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240507,43695,32068,"WMRE OF MICHIGAN, LLC",Landfill Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240508,43696,32070,"WMRE OF OHIO, LLC",Landfill Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240601,43794,32071,"WMRE OF OHIO-AMERICAN, LLC",Natural Gas,INTRASTATE,OHIO,0,0,0,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,
2/2/2026,2023,20240540,44758,32072,HUDSON VALLEY GAS CORPORATION,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,2.05,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,2.05,
2/2/2026,2023,20241306,44530,32074,SUMMIT NATURAL GAS OF MISSOURI,Natural Gas,INTRASTATE,MISSOURI,0,6.65,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,6.65,
2/2/2026,2023,20240188,43365,32081,NEBRASKA PUBLIC POWER DISTRICT,Natural Gas,INTRASTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241375,44606,32083,"DCOR, LLC",Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241375,44606,32083,"DCOR, LLC",Natural Gas,INTERSTATE,OCS-Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241375,44606,32083,"DCOR, LLC",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240734,43934,32093,EX EL PIPELINE SERVICES LLC,Natural Gas,INTRASTATE,CALIFORNIA,0,1.198,1.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,1.198,
2/2/2026,2023,20241283,44507,32094,AUX SABLE LIQUID PRODUCTS,Natural Gas,INTRASTATE,ILLINOIS,0,0,0,0,2.15,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,2.15,
2/2/2026,2023,20240819,46775,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,
2/2/2026,2023,20240819,46775,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240819,46775,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,7.77,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77,7.77,
2/2/2026,2023,20240819,46775,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240819,46775,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,OHIO,0,0,0,0,6.24,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,6.24,
2/2/2026,2023,20240819,46775,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240819,46775,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,1.72,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.72,
