DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTTSMEHCAM1,PARTTSMEHCAM2,PARTTSMETOT,PARTTRRHCAM1,PARTTRRHCAM2,PARTTRRTOT,PARTTQHCAM1,PARTTQHCAM2,PARTTQTOT,PARTTPHCAM1,PARTTPHCAM2,PARTTPTOT,PARTTSBHCAM1,PARTTSBHCAM2,PARTTSBTOT,PARTTOHCAM1,PARTTOHCAM2,PARTTOTOT,PARTTHCAM1TOT,PARTTHCAM2TOT,PARTTRMTTOT,PARTTOTHDESC
2/2/2026,2023,20240654,43849,15105,PANHANDLE EASTERN PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0,0,0,0,8.63,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63,8.63,
2/2/2026,2023,20240654,43849,15105,PANHANDLE EASTERN PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,2.65,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,2.65,
2/2/2026,2023,20240654,43849,15105,PANHANDLE EASTERN PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,
2/2/2026,2023,20241434,44865,15132,PAPCO INC,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240238,43416,15208,PELICAN RESERVE PIPELINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240874,44074,15329,PEOPLES GAS LIGHT & COKE CO,Natural Gas,INTRASTATE,ILLINOIS,0,0,0,0,68.76,68.76,0,0,0,0,0,0,0,0,0,0,0,0,0,68.76,68.76,
2/2/2026,2023,20240605,46758,15348,PEOPLES GAS SYSTEM INC,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,0,0,0,60.96,60.96,0,0,0,0,0,0,0,0,0,0,60.96,60.96,
2/2/2026,2023,20240958,46797,15350,PEOPLES NATURAL GAS COMPANY LLC,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,18.633,18.633,0,0,0,0,0,0,0,0,0,0,18.633,18.633,
2/2/2026,2023,20240923,45337,15359,BLACK HILLS ENERGY,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,38.66,38.66,0,0,0,0,0,0,0,0,0,0,0,0,0,38.66,38.66,
2/2/2026,2023,20240923,45337,15359,BLACK HILLS ENERGY,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,
2/2/2026,2023,20240923,45337,15359,BLACK HILLS ENERGY,Natural Gas,INTRASTATE,IOWA,0,0,0,0,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,
2/2/2026,2023,20240923,45337,15359,BLACK HILLS ENERGY,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,
2/2/2026,2023,20240923,45337,15359,BLACK HILLS ENERGY,Natural Gas,INTRASTATE,NEBRASKA,0,0,0,0,4.04,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,4.04,
2/2/2026,2023,20240923,45337,15359,BLACK HILLS ENERGY,Natural Gas,INTRASTATE,WYOMING,0,0,0,0,3.24,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,3.24,
2/2/2026,2023,20241339,44765,15454,PETROLEUM FUELS CO,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241339,44765,15454,PETROLEUM FUELS CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,1.541,1.541,0,0,0,0,0,0,0,1.541,1.541,
2/2/2026,2023,20240197,46750,15462,PECO ENERGY CO,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,2.96,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,2.96,
2/2/2026,2023,20241352,44580,15469,PHILADELPHIA GAS WORKS,Natural Gas,INTRASTATE,PENNSYLVANIA,2.1,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,2.1,
2/2/2026,2023,20241134,44346,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241131,44747,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0.431,0.431,0,0,0,0,0,0,0,0,0,0,0.431,0.431,
2/2/2026,2023,20240664,44960,15518,PIEDMONT NATURAL GAS CO INC,Natural Gas,INTRASTATE,NORTH CAROLINA,0,0,0,0,237.22,237.22,0,0,0,0,0,0,0,0,0,0,0,0,0,237.22,237.22,None
2/2/2026,2023,20240664,44960,15518,PIEDMONT NATURAL GAS CO INC,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,13.45,13.45,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45,13.45,
2/2/2026,2023,20240664,44960,15518,PIEDMONT NATURAL GAS CO INC,Natural Gas,INTRASTATE,TENNESSEE,0,0,0,0,22.48,22.48,0,0,0,0,0,0,0,0,0,0,0,0,0,22.48,22.48,
2/2/2026,2023,20240442,43629,15589,PINE PIPELINE INC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.69,
2/2/2026,2023,20240894,44095,15602,PIONEER NATURAL RESOURCES,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240038,43199,15645,PLACID PIPELINE COMPANY LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,
2/2/2026,2023,20240234,43412,15652,"PLAINS, CITY OF",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241071,44280,15790,PONTCHARTRAIN NATURAL GAS SYSTEM,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241405,44785,15815,PRAIRIE PIPELINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240375,44817,15825,WESTLAKE US 2 LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.48,
2/2/2026,2023,20240374,44818,15825,WESTLAKE US 2 LLC,Other Gas-Chlorine,INTRASTATE,LOUISIANA,0,0,0,0,4.48,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,4.48,
2/2/2026,2023,20240754,46781,15931,PUBLIC SERVICE CO OF COLORADO,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.5,199.5,0,199.5,199.5,Semi-Quantitative
2/2/2026,2023,20241184,44729,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,Natural Gas,INTRASTATE,NORTH CAROLINA,0,0,0,0,57.83,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0,57.83,57.83,
2/2/2026,2023,20240313,43497,15952,PUBLIC SERVICE ELECTRIC & GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,0,0,0,0,38.7,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,38.7,
2/2/2026,2023,20240208,43386,16667,ENERGY NORTH NATURAL GAS INC,Natural Gas,INTRASTATE,NEW HAMPSHIRE,2.8,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,2.8,
2/2/2026,2023,20240301,43482,17090,RATON GAS TRANSMISSION CO,Natural Gas,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241259,44478,17540,ROANOKE GAS CO,Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,1.59,
2/2/2026,2023,20241035,44243,17570,ROCHESTER GAS & ELECTRIC CORP,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,10.69,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69,10.69,
2/2/2026,2023,20240921,45338,17620,ROCKY MOUNTAIN NATURAL GAS LLC,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,9.34,9.34,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34,9.34,
2/2/2026,2023,20241197,44412,17681,ROSEBURG FOREST PRODUCTS CO,Natural Gas,INTRASTATE,OREGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240353,43537,18084,ST LAWRENCE GAS CO INC,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,2.28,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.28,
2/2/2026,2023,20241086,44752,18104,CPS ENERGY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,19.2,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,19.2,
2/2/2026,2023,20240735,46771,18112,SAN DIEGO GAS & ELECTRIC CO,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,179,3,182,0,0,0,0,0,0,0,0,0,0,0,0,179,3,182,
2/2/2026,2023,20240510,43698,18156,SEADRIFT PIPELINE LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,
2/2/2026,2023,20240574,43765,18156,SEADRIFT PIPELINE LLC,Other Gas-Ethylene,INTRASTATE,TEXAS,0,0,0,4.37,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,4.37,
2/2/2026,2023,20241065,44703,18273,SHELL PIPELINE CORP,Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241108,44705,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,LOUISIANA,0,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,
2/2/2026,2023,20241108,44705,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,TEXAS,0,26.66,26.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66,26.66,
2/2/2026,2023,20240584,43777,18308,NV Energy,Natural Gas,INTRASTATE,NEVADA,0,0,0,8.12,0,8.12,0,0,0,0,0,0,0,0,0,0,0,0,8.12,0,8.12,
2/2/2026,2023,20240404,44896,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,Natural Gas,INTRASTATE,IOWA,0,0,0,0,0.227,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.227,
2/2/2026,2023,20240825,44025,18380,SOCORRO NATURAL GAS CO,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240182,43359,18388,SOMERSET GAS SERVICE,Natural Gas,INTRASTATE,KENTUCKY,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,
2/2/2026,2023,20240777,43977,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,32.8,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,32.8,
2/2/2026,2023,20241236,44454,18440,SOUTH JERSEY GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,0,0,0,0,32.4,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,32.4,
2/2/2026,2023,20240541,43729,18456,SOUTHEAST GAS,Natural Gas,INTRASTATE,ALABAMA,0,21.22,21.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,21.22,
2/2/2026,2023,20241010,44216,18472,SEMCO ENERGY GAS COMPANY,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0.758,0.758,0,0,0,0,0,0,0,0,0,0,0.758,0.758,
2/2/2026,2023,20241011,44217,18473,SEMCO PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0.48,0.48,
2/2/2026,2023,20240853,44913,18484,SOUTHERN CALIFORNIA GAS CO,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,1069,49,1118,0,0,0,0,0,0,0,0,0,0,0,0,1069,49,1118,
2/2/2026,2023,20241158,46881,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,5.027,5.027,0,0,0,0,0,0,0,0,0,0,0,0,0,5.027,5.027,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,121.026,121.026,0,0,0,0,0,0,0,0,0,0,0,0,0,121.026,121.026,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,FLORIDA,0,0,0,0,2.223,2.223,0,0,0,0,0,0,0,0,0,0,0,0,0,2.223,2.223,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,GEORGIA,0,0,0,0,134.378,134.378,0,0,0,0,0,0,0,0,0,0,0,0,0,134.378,134.378,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,36.516,36.516,0,0,0,0,0,0,0,0,0,0,0,0,0,36.516,36.516,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,12.295,12.295,0,0,0,0,0,0,0,0,0,0,0,0,0,12.295,12.295,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,SOUTH CAROLINA,0,0,0,0,2.058,2.058,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,2.058,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,
2/2/2026,2023,20240799,43999,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0.127,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0.127,
2/2/2026,2023,20240826,44026,18532,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",Natural Gas,INTRASTATE,TEXAS,0,0,0,135.92,0,135.92,0,0,0,0,0,0,0,0,0,0,0,0,135.92,0,135.92,
2/2/2026,2023,20241098,45140,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,ARIZONA,0,0,0,0,59.06,59.06,0,0,0,0,0,0,0,0,0,0,0,0,0,59.06,59.06,
2/2/2026,2023,20241098,45140,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241098,45140,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,NEVADA,0,0,0,0,76.259,76.259,0,0,0,0,0,0,0,0,0,0,0,0,0,76.259,76.259,
2/2/2026,2023,20240755,43955,18555,SOUTHWESTERN PUBLIC SERVICE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.3,Semi-Quantitative
2/2/2026,2023,20240637,43832,18560,SOUTHWESTERN VIRGINIA GAS CO,Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241335,44560,18584,"SPRINGFIELD, CITY UTILITIES OF",Natural Gas,INTRASTATE,MISSOURI,7.85,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85,0,7.85,
2/2/2026,2023,20241186,46798,18608,STANDARD PACIFIC GAS LINE INC,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,2.84,28.71,31.55,0,0,0,0,0,0,0,0,0,2.84,28.71,31.55,
2/2/2026,2023,20240652,44836,18636,"STEPHEN, CITY OF",Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241373,44604,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241373,44604,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTERSTATE,OCS-Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20241373,44604,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240445,43632,18718,SUNOCO PIPELINE L.P.,Natural Gas,INTRASTATE,NEW JERSEY,0,0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.53,
2/2/2026,2023,20240323,43507,18752,SUPERIOR WATER LIGHT & POWER CO,Natural Gas,INTRASTATE,WISCONSIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240210,43388,18784,SYLACAUGA GAS SYSTEM,Natural Gas,INTRASTATE,ALABAMA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
2/2/2026,2023,20240109,43277,19125,TEAVEE OIL & GAS INC,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,3.806,3.806,0,0,0,0,0,0,0,0,0,0,0,0,0,3.806,3.806,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,CONNECTICUT,0,0,0,0,24.043,24.043,0,0,0,0,0,0,0,0,0,0,0,0,0,24.043,24.043,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,0,43.905,43.905,0,0,0,0,0,0,0,0,0,0,0,0,0,43.905,43.905,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,47.398,47.398,0,0,0,0,0,0,0,0,0,0,0,0,0,47.398,47.398,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,MASSACHUSETTS,0,0,0,0,121.923,121.923,0,0,0,0,0,0,0,0,0,0,0,0,0,121.923,121.923,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,42.591,42.591,0,0,0,0,0,0,0,0,0,0,0,0,0,42.591,42.591,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW HAMPSHIRE,0,0,0,0,17.534,17.534,0,0,0,0,0,0,0,0,0,0,0,0,0,17.534,17.534,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,0,32.934,32.934,0,0,0,0,0,0,0,0,0,0,0,0,0,32.934,32.934,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW YORK,0,0,0,0,44.334,44.334,0,0,0,0,0,0,0,0,0,0,0,0,0,44.334,44.334,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,OHIO,0,0,0,0,16.886,16.886,0,0,0,0,0,0,0,0,0,0,0,0,0,16.886,16.886,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,PENNSYLVANIA,0,0,0,0,18.773,18.773,0,0,0,0,0,0,0,0,0,0,0,0,0,18.773,18.773,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,RHODE ISLAND,0,0,0,0,6.172,6.172,0,0,0,0,0,0,0,0,0,0,0,0,0,6.172,6.172,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,57.22,57.22,0,0,0,0,0,0,0,0,0,0,0,0,0,57.22,57.22,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,111.863,111.863,0,0,0,0,0,0,0,0,0,0,0,0,0,111.863,111.863,
2/2/2026,2023,20240888,44088,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,WEST VIRGINIA,0,0,0,0,13.062,13.062,0,0,0,0,0,0,0,0,0,0,0,0,0,13.062,13.062,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,15.81,15.81,0,0,0,0,0,0,0,0,0,0,15.81,15.81,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,10.05,10.05,0,0,0,0,0,0,0,0,0,0,10.05,10.05,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,2.22,2.22,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,INDIANA,0,0,0,0,0,0,0,7.94,7.94,0,0,0,0,0,0,0,0,0,0,7.94,7.94,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,14.1,14.1,0,0,0,0,0,0,0,0,0,0,14.1,14.1,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,14.87,14.87,0,0,0,0,0,0,0,0,0,0,14.87,14.87,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,MARYLAND,0,0,0,0,0,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,0,1.19,1.19,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,23.9,23.9,0,0,0,0,0,0,0,0,0,0,23.9,23.9,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,0,0,0,0,135.35,135.35,0,0,0,0,0,0,0,0,0,0,135.35,135.35,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,NEW YORK,0,0,0,0,0,0,0,3.86,3.86,0,0,0,0,0,0,0,0,0,0,3.86,3.86,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,OHIO,0,0,0,0,0,0,0,46.13,46.13,0,0,0,0,0,0,0,0,0,0,46.13,46.13,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,0,0,372.44,372.44,0,0,0,0,0,0,0,0,0,0,372.44,372.44,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,75.39,75.39,0,0,0,0,0,0,0,0,0,0,75.39,75.39,
2/2/2026,2023,20241277,45216,19235,"TEXAS EASTERN TRANSMISSION, LP",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,67.83,67.83,0,0,0,0,0,0,0,0,0,0,67.83,67.83,
2/2/2026,2023,20240366,43552,19269,TGG PIPELINE LTD,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240724,43924,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,
2/2/2026,2023,20240724,43924,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/2/2026,2023,20240724,43924,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,INDIANA,0,0,0,0,8.12,8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12,8.12,
2/2/2026,2023,20240724,43924,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KENTUCKY,0,0,0,0,72.31,72.31,0,0,0,0,0,0,0,0,0,0,0,0,0,72.31,72.31,
2/2/2026,2023,20240724,43924,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,47.91,47.91,0,0,0,0,0,0,0,0,0,0,0,0,0,47.91,47.91,
2/2/2026,2023,20240724,43924,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,49.21,49.21,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21,49.21,
2/2/2026,2023,20240724,43924,19270,"TEXAS GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,OHIO,0,0,0,0,41.21,41.21,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21,41.21,
