DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTHON4LESS,PARTHON6,PARTHON8,PARTHON10,PARTHON12,PARTHON14,PARTHON16,PARTHON18,PARTHON20,PARTHON22,PARTHON24,PARTHON26,PARTHON28,PARTHON30,PARTHON32,PARTHON34,PARTHON36,PARTHON38,PARTHON40,PARTHON42,PARTHON44,PARTHON46,PARTHON48,PARTHON52,PARTHON56,PARTHON58OVER,PARTHON_OTHER_PIPE_DETAIL,PARTHON_OTHER_PIPE_MILE_TOTAL,PARTHONTOTAL,PARTHOFF4LESS,PARTHOFF6,PARTHOFF8,PARTHOFF10,PARTHOFF12,PARTHOFF14,PARTHOFF16,PARTHOFF18,PARTHOFF20,PARTHOFF22,PARTHOFF24,PARTHOFF26,PARTHOFF28,PARTHOFF30,PARTHOFF32,PARTHOFF34,PARTHOFF36,PARTHOFF38,PARTHOFF40,PARTHOFF42,PARTHOFF44,PARTHOFF46,PARTHOFF48,PARTHOFF52,PARTHOFF56,PARTHOFF58OVER,PARTHOFF_OTHER_PIPE_DETAIL,PARTHOFF_OTHER_PIPE_MILE_TOTAL,PARTHOFFTOTAL
2/2/2026,2024,20250910,45964,31592,EMPIRE PIPELINE INC,Natural Gas,INTERSTATE,NEW YORK,0.01,0.04,1.92,0,16.76,0,1.6,0,0,0,248.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,269.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250910,45964,31592,EMPIRE PIPELINE INC,Natural Gas,INTERSTATE,PENNSYLVANIA,0,0,0,0,0.262,0,0.006,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250557,46880,31594,TARGA SOUTHTEX MUSTANG TRANSMISSION LTD.,Natural Gas,INTRASTATE,TEXAS,1.63,0,0,0,3.81,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250556,45595,31595,TARGA SOUTHTEX CCNG GATHERING LTD.,Natural Gas,INTRASTATE,TEXAS,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250216,45237,31599,CITY OF SUSANVILLE,Natural Gas,INTRASTATE,CALIFORNIA,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250422,45454,31613,M6 MIDSTREAM LLC,Natural Gas,INTRASTATE,TEXAS,3.97,23.55,99.63,55.49,144.9,2.78,3.14,0,146.83,0,17.98,0,0,0,0,0,305.65,0,0,0,0,0,0,0,0,0,,,803.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,COLORADO,3.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,IOWA,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,KANSAS,0,0.877,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,52.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,,,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,NEBRASKA,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,NEW MEXICO,9.863,0,0,0,0,0,0,0,1.07,0,0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,OKLAHOMA,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,TEXAS,156.551,72.391,62.902,112.794,168.792,34.844,193.373,46.877,532.132,0,309.27,0,0,923.636,0,0,849.775,0,0,0,0,0,0,0,0,0,"5-inch diameter: 0.079 miles, 7-inch diameter: 0.241 miles.",0.32,3463.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251292,46822,31618,ENTERPRISE PRODUCTS OPERATING LLC,Natural Gas,INTRASTATE,WYOMING,0,0,0,0.007,0,0,0.004,0,0.004,0,1.019,0,0,0,0,0,1.556,0,0,0,0,0,0,0,0,0,,,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251289,46370,31618,ENTERPRISE PRODUCTS OPERATING LLC,Other Gas-Ethane,INTRASTATE,TEXAS,0,0,0,1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251378,46467,31627,"DENBURY ONSHORE, LLC",Natural Gas,INTRASTATE,WYOMING,0,0,6.3,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250661,45702,31632,NORTHWESTERN CORPORATION,Natural Gas,INTRASTATE,MONTANA,298.702,346.707,352.488,342.083,388.424,0,382.12,0,20.384,0,1.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2132.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250661,45702,31632,NORTHWESTERN CORPORATION,Natural Gas,INTRASTATE,SOUTH DAKOTA,11.521,44.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251339,46830,31636,NORTHERN STATES POWER CO OF MINNESOTA,Natural Gas,INTRASTATE,MINNESOTA,0,0,1.6,0,14.5,0,23.5,0,12.4,0,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251339,46830,31636,NORTHERN STATES POWER CO OF MINNESOTA,Natural Gas,INTRASTATE,SOUTH DAKOTA,0,0,0,0,5.9,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250393,45424,31640,SIOUX CITY BRICK AND TILE,Natural Gas,INTRASTATE,IOWA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250990,46045,31646,PLATTE RIVER POWER AUTHORITY,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,1.1,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250224,45245,31662,ARCHER DANIELS MIDLAND CO,Natural Gas,INTRASTATE,IOWA,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250445,45477,31665,UNIVERSITY OF NEW HAMPSHIRE,Landfill Gas,INTRASTATE,NEW HAMPSHIRE,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250847,45898,31684,PHILLIPS 66 PIPELINE LLC,Hydrogen Gas,INTRASTATE,LOUISIANA,0.25,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250846,45897,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,CALIFORNIA,5.86,6.33,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250846,45897,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,LOUISIANA,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250846,45897,31684,PHILLIPS 66 PIPELINE LLC,Natural Gas,INTRASTATE,TEXAS,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250196,45217,31685,AZTECA MILLING LP,Natural Gas,INTRASTATE,TEXAS,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250872,45924,31687,"HILL-LAKE GAS STORAGE, LLC",Natural Gas,INTRASTATE,TEXAS,5.028,6.563,1.597,0,1.156,0,0,0,16.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251315,46399,31697,"LODI GAS STORAGE, LLC",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0.13,0,2.97,0,6.33,0,1.07,0,31,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,,,44.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251018,46849,31705,KATY STORAGE & TRANSPORTATION LP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,1.39,0,0.49,0,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,COLORADO,0.27,0.17,0.05,0,3.92,0,1.07,80.62,91,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,177.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,KANSAS,419.55,388.16,252.17,60.08,230.04,0.01,230.2,227.9,444.7,0.01,11.02,782.04,0.01,116.96,0.01,0,31.5,0,0,0,0,0,0,0,0,0,,,3194.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,MISSOURI,72.76,28.52,251.19,55.7,74.57,0,177.46,0,185.42,0,0.09,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,848.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,NEBRASKA,0.16,3.64,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,OKLAHOMA,55.12,54.31,26.28,15,199.8,0,254.54,0.24,154.52,0,10.43,454.87,0.02,12.17,0,0,0,0,0,0,0,0,0,0,0,0,,,1237.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,TEXAS,0.02,0.37,0.05,0.08,0.02,0,12.95,0,0.01,0,0,23.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTERSTATE,WYOMING,0.16,0.01,0.23,0.02,84.41,0,0.05,0,177.3,0.06,0,0.01,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,,,262.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251043,46099,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,0.07,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250277,45301,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0.42,0,0,0,0.08,0,0,0,0,0,91.83,0,0,0,0,0,0,0,0,0,,,92.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250277,45301,31712,"GUARDIAN PIPELINE, LLC",Natural Gas,INTERSTATE,WISCONSIN,0.16,0,0,0,0.7,0,1.59,0,35.07,0,0,0,0,81.68,0,0,50.73,0,0,0,0,0,0,0,0,0,,,169.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250940,45994,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,MONTANA,0.009,0,9.14,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250940,45994,31719,HILAND PARTNERS HOLDINGS LLC,Natural Gas,INTRASTATE,NORTH DAKOTA,0,6.69,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251313,46397,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0.48,0,0,0,0,4.64,0,43.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251313,46397,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,7.07,0,7.73,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,,,19.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251313,46397,31724,SOUTHERN COMPANY PIPELINES,Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,0,0,5.88,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251193,46267,31727,"KINDER MORGAN KEYSTONE GAS STORAGE, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0.004,0,2.944,0,12.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,ALABAMA,1.6,0.15,18.25,0,14.51,0,37.8,0,21,0,57.05,0,0,44.01,0,0,0,0,0,6.36,0,0,0,0,0,0,,,200.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,FLORIDA,0,2.51,33.07,43.13,11.16,0,20,0,3.14,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,LOUISIANA,344.4,289.66,220.85,152.57,269.86,19.93,228.29,114.65,412.66,0.07,239.84,28.65,0,774.05,0,0,95.35,0,0,372.48,0,0,0,0,0,0,,,3563.31,0,0,0,0,0,0,0,0,12.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.79
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,169.3,182.8,144.56,72.58,140.65,0.29,170.81,19.99,115.51,0,63.98,0,0,273.77,0,0,64.97,0,0,177.16,0,0,0,0,0,0,,,1596.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,OCS-Gulf of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,10.43,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.5
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,37.92,0,0,0,0,0,0,,,37.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250714,46731,31728,"GULF SOUTH PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,TEXAS,89.34,191.06,70.06,9.73,82.88,28.04,102.28,31.82,116.53,31.33,36.64,0,0,287.36,0,0,69.75,0,0,152.26,0,0,0,0,0,0,,,1299.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251220,46294,31729,"ATMOS ENERGY CORPORATION - ATMOS PIPELINE AND STORAGE, LLC",Natural Gas,INTRASTATE,KENTUCKY,3.1,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251143,46206,31737,TUCSON ELECTRIC POWER COMPANY,Natural Gas,INTRASTATE,ARIZONA,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,,,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250375,45404,31745,"GAS RECOVERY SYSTEMS, LLC",Landfill Gas,INTRASTATE,MICHIGAN,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250375,45404,31745,"GAS RECOVERY SYSTEMS, LLC",Landfill Gas,INTRASTATE,OHIO,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250222,45243,31747,TENASKA GEORGIA PARTNERS LP,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250508,45545,31748,MASSACHUSETTS WHOLESALE ELECTRIC CO,Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250472,45508,31749,AECC- OSWALD GENERATING STATION,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250217,46488,31754,BLACK HILLS POWER INC,Natural Gas,INTRASTATE,SOUTH DAKOTA,0.14,0,0,1.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250803,45851,31755,"NOBLE ENERGY, INC. RBU",Natural Gas,INTRASTATE,COLORADO,0,5.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250636,45676,31768,SANTEE COOPER - RAINEY GENERATING STATION,Natural Gas,INTERSTATE,GEORGIA,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250636,45676,31768,SANTEE COOPER - RAINEY GENERATING STATION,Natural Gas,INTERSTATE,SOUTH CAROLINA,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250120,45132,31771,AMERESCO PALMETTO,Landfill Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250947,46001,31782,BAYSIDE POWER STATION,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,0.12,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251155,46218,31784,OHIO VALLEY HUB LLC,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,0.032,0,9.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251042,46098,31788,CALPINE TEXAS PIPELINE LP,Natural Gas,INTRASTATE,TEXAS,0,0,0.8,0,4.5,0,23.3,32.7,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
